BaseCase,RA,RASDG,Year,indicator,Country/Region
78.07,78.21,83.88,2039,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
78.52,78.63,84.48,2040,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
78.97,79.08,85.07,2041,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
79.42,79.54,85.62,2042,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
79.87,79.99,86.15,2043,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
80.31,80.45,86.66,2044,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
80.75,80.89,87.15,2045,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
81.19,81.33,87.61,2046,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
81.61,81.77,88.08,2047,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
82.03,82.21,88.53,2048,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
82.45,82.64,88.98,2049,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
82.86,83.07,89.4,2050,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
83.28,83.5,89.83,2051,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
83.69,83.91,90.25,2052,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
84.11,84.33,90.67,2053,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
84.53,84.75,91.08,2054,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
84.95,85.18,91.5,2055,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
85.38,85.6,91.92,2056,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
85.82,86.04,92.33,2057,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
86.25,86.48,92.74,2058,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
86.69,86.94,93.16,2059,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
87.14,87.4,93.57,2060,Access_to_Safely_Managed_Sanita,Upper Middle Income Countries
55.87,55.87,55.87,2020,Access_to_Safely_Managed_Sanita,World
56.88,56.88,56.88,2021,Access_to_Safely_Managed_Sanita,World
57.31,57.31,57.31,2022,Access_to_Safely_Managed_Sanita,World
57.58,57.58,57.58,2023,Access_to_Safely_Managed_Sanita,World
57.98,57.98,57.98,2024,Access_to_Safely_Managed_Sanita,World
58.45,58.45,58.87,2025,Access_to_Safely_Managed_Sanita,World
58.91,58.91,59.47,2026,Access_to_Safely_Managed_Sanita,World
59.38,59.37,60.07,2027,Access_to_Safely_Managed_Sanita,World
59.76,59.76,60.75,2028,Access_to_Safely_Managed_Sanita,World
60.16,60.15,61.45,2029,Access_to_Safely_Managed_Sanita,World
60.56,60.54,62.17,2030,Access_to_Safely_Managed_Sanita,World
60.95,60.92,62.88,2031,Access_to_Safely_Managed_Sanita,World
61.32,61.3,63.54,2032,Access_to_Safely_Managed_Sanita,World
61.58,61.57,64.16,2033,Access_to_Safely_Managed_Sanita,World
61.82,61.83,64.76,2034,Access_to_Safely_Managed_Sanita,World
62.07,62.11,65.37,2035,Access_to_Safely_Managed_Sanita,World
62.34,62.38,65.96,2036,Access_to_Safely_Managed_Sanita,World
62.59,62.64,66.55,2037,Access_to_Safely_Managed_Sanita,World
62.84,62.91,67.14,2038,Access_to_Safely_Managed_Sanita,World
63.1,63.17,67.69,2039,Access_to_Safely_Managed_Sanita,World
63.39,63.45,68.21,2040,Access_to_Safely_Managed_Sanita,World
63.69,63.76,68.72,2041,Access_to_Safely_Managed_Sanita,World
63.99,64.08,69.21,2042,Access_to_Safely_Managed_Sanita,World
64.3,64.4,69.7,2043,Access_to_Safely_Managed_Sanita,World
64.63,64.74,70.18,2044,Access_to_Safely_Managed_Sanita,World
64.95,65.07,70.64,2045,Access_to_Safely_Managed_Sanita,World
65.29,65.42,71.09,2046,Access_to_Safely_Managed_Sanita,World
65.63,65.77,71.55,2047,Access_to_Safely_Managed_Sanita,World
65.98,66.13,72,2048,Access_to_Safely_Managed_Sanita,World
66.32,66.5,72.46,2049,Access_to_Safely_Managed_Sanita,World
66.68,66.87,72.92,2050,Access_to_Safely_Managed_Sanita,World
67.05,67.24,73.39,2051,Access_to_Safely_Managed_Sanita,World
67.42,67.62,73.86,2052,Access_to_Safely_Managed_Sanita,World
67.81,68.02,74.35,2053,Access_to_Safely_Managed_Sanita,World
68.21,68.42,74.84,2054,Access_to_Safely_Managed_Sanita,World
68.62,68.83,75.34,2055,Access_to_Safely_Managed_Sanita,World
69.05,69.26,75.86,2056,Access_to_Safely_Managed_Sanita,World
69.49,69.7,76.39,2057,Access_to_Safely_Managed_Sanita,World
69.95,70.15,76.93,2058,Access_to_Safely_Managed_Sanita,World
70.41,70.62,77.49,2059,Access_to_Safely_Managed_Sanita,World
70.89,71.09,78.06,2060,Access_to_Safely_Managed_Sanita,World
