BaseCase,RA,RASDG,Year,indicator,Country/Region
40.38,40.57,45.06,2040,Access_to_Safely_Managed_Water,Sub-Saharan Africa
41.21,41.43,46.15,2041,Access_to_Safely_Managed_Water,Sub-Saharan Africa
42.07,42.32,47.27,2042,Access_to_Safely_Managed_Water,Sub-Saharan Africa
42.96,43.26,48.41,2043,Access_to_Safely_Managed_Water,Sub-Saharan Africa
43.88,44.23,49.57,2044,Access_to_Safely_Managed_Water,Sub-Saharan Africa
44.82,45.21,50.74,2045,Access_to_Safely_Managed_Water,Sub-Saharan Africa
45.78,46.22,51.92,2046,Access_to_Safely_Managed_Water,Sub-Saharan Africa
46.77,47.24,53.1,2047,Access_to_Safely_Managed_Water,Sub-Saharan Africa
47.77,48.27,54.29,2048,Access_to_Safely_Managed_Water,Sub-Saharan Africa
48.79,49.33,55.48,2049,Access_to_Safely_Managed_Water,Sub-Saharan Africa
49.82,50.39,56.69,2050,Access_to_Safely_Managed_Water,Sub-Saharan Africa
50.86,51.47,57.92,2051,Access_to_Safely_Managed_Water,Sub-Saharan Africa
51.93,52.56,59.16,2052,Access_to_Safely_Managed_Water,Sub-Saharan Africa
53.02,53.67,60.42,2053,Access_to_Safely_Managed_Water,Sub-Saharan Africa
54.13,54.79,61.69,2054,Access_to_Safely_Managed_Water,Sub-Saharan Africa
55.26,55.93,62.99,2055,Access_to_Safely_Managed_Water,Sub-Saharan Africa
56.42,57.08,64.33,2056,Access_to_Safely_Managed_Water,Sub-Saharan Africa
57.61,58.27,65.68,2057,Access_to_Safely_Managed_Water,Sub-Saharan Africa
58.82,59.47,67.06,2058,Access_to_Safely_Managed_Water,Sub-Saharan Africa
60.05,60.71,68.47,2059,Access_to_Safely_Managed_Water,Sub-Saharan Africa
61.31,61.99,69.91,2060,Access_to_Safely_Managed_Water,Sub-Saharan Africa
78.85,78.85,78.85,2020,Access_to_Safely_Managed_Water,Upper Middle Income Countries
80.4,80.4,80.4,2021,Access_to_Safely_Managed_Water,Upper Middle Income Countries
81.21,81.21,81.21,2022,Access_to_Safely_Managed_Water,Upper Middle Income Countries
82.1,82.1,82.1,2023,Access_to_Safely_Managed_Water,Upper Middle Income Countries
82.95,82.95,82.95,2024,Access_to_Safely_Managed_Water,Upper Middle Income Countries
83.66,83.66,83.9,2025,Access_to_Safely_Managed_Water,Upper Middle Income Countries
84.33,84.33,84.68,2026,Access_to_Safely_Managed_Water,Upper Middle Income Countries
85.01,85.02,85.52,2027,Access_to_Safely_Managed_Water,Upper Middle Income Countries
85.58,85.59,86.33,2028,Access_to_Safely_Managed_Water,Upper Middle Income Countries
86.12,86.13,87.12,2029,Access_to_Safely_Managed_Water,Upper Middle Income Countries
86.63,86.65,87.88,2030,Access_to_Safely_Managed_Water,Upper Middle Income Countries
87.12,87.15,88.6,2031,Access_to_Safely_Managed_Water,Upper Middle Income Countries
87.58,87.62,89.29,2032,Access_to_Safely_Managed_Water,Upper Middle Income Countries
88,88.06,89.91,2033,Access_to_Safely_Managed_Water,Upper Middle Income Countries
88.39,88.47,90.49,2034,Access_to_Safely_Managed_Water,Upper Middle Income Countries
88.76,88.84,91.02,2035,Access_to_Safely_Managed_Water,Upper Middle Income Countries
89.12,89.21,91.53,2036,Access_to_Safely_Managed_Water,Upper Middle Income Countries
89.46,89.56,92,2037,Access_to_Safely_Managed_Water,Upper Middle Income Countries
89.79,89.89,92.44,2038,Access_to_Safely_Managed_Water,Upper Middle Income Countries
90.1,90.21,92.84,2039,Access_to_Safely_Managed_Water,Upper Middle Income Countries
90.42,90.53,93.21,2040,Access_to_Safely_Managed_Water,Upper Middle Income Countries
90.74,90.85,93.56,2041,Access_to_Safely_Managed_Water,Upper Middle Income Countries
91.06,91.18,93.89,2042,Access_to_Safely_Managed_Water,Upper Middle Income Countries
91.37,91.49,94.21,2043,Access_to_Safely_Managed_Water,Upper Middle Income Countries
91.68,91.81,94.52,2044,Access_to_Safely_Managed_Water,Upper Middle Income Countries
91.98,92.11,94.81,2045,Access_to_Safely_Managed_Water,Upper Middle Income Countries
92.27,92.41,95.08,2046,Access_to_Safely_Managed_Water,Upper Middle Income Countries
92.56,92.7,95.35,2047,Access_to_Safely_Managed_Water,Upper Middle Income Countries
92.84,92.99,95.61,2048,Access_to_Safely_Managed_Water,Upper Middle Income Countries
93.11,93.28,95.86,2049,Access_to_Safely_Managed_Water,Upper Middle Income Countries
93.38,93.56,96.1,2050,Access_to_Safely_Managed_Water,Upper Middle Income Countries
93.66,93.84,96.34,2051,Access_to_Safely_Managed_Water,Upper Middle Income Countries
93.92,94.11,96.57,2052,Access_to_Safely_Managed_Water,Upper Middle Income Countries
94.19,94.38,96.79,2053,Access_to_Safely_Managed_Water,Upper Middle Income Countries
94.46,94.65,97.01,2054,Access_to_Safely_Managed_Water,Upper Middle Income Countries
94.74,94.92,97.22,2055,Access_to_Safely_Managed_Water,Upper Middle Income Countries
95.01,95.18,97.43,2056,Access_to_Safely_Managed_Water,Upper Middle Income Countries
95.28,95.45,97.63,2057,Access_to_Safely_Managed_Water,Upper Middle Income Countries
95.55,95.71,97.83,2058,Access_to_Safely_Managed_Water,Upper Middle Income Countries
95.81,95.97,98.02,2059,Access_to_Safely_Managed_Water,Upper Middle Income Countries
96.08,96.23,98.2,2060,Access_to_Safely_Managed_Water,Upper Middle Income Countries
68.6,68.6,68.6,2020,Access_to_Safely_Managed_Water,World
69.43,69.43,69.43,2021,Access_to_Safely_Managed_Water,World
69.93,69.93,69.93,2022,Access_to_Safely_Managed_Water,World
70.41,70.41,70.41,2023,Access_to_Safely_Managed_Water,World
70.85,70.85,70.85,2024,Access_to_Safely_Managed_Water,World
71.24,71.23,71.5,2025,Access_to_Safely_Managed_Water,World
71.64,71.63,72.09,2026,Access_to_Safely_Managed_Water,World
72.03,72.02,72.65,2027,Access_to_Safely_Managed_Water,World
72.39,72.38,73.23,2028,Access_to_Safely_Managed_Water,World
72.76,72.74,73.81,2029,Access_to_Safely_Managed_Water,World
73.12,73.11,74.4,2030,Access_to_Safely_Managed_Water,World
73.49,73.48,75,2031,Access_to_Safely_Managed_Water,World
73.84,73.85,75.6,2032,Access_to_Safely_Managed_Water,World
74.18,74.2,76.17,2033,Access_to_Safely_Managed_Water,World
74.47,74.51,76.72,2034,Access_to_Safely_Managed_Water,World
74.75,74.82,77.26,2035,Access_to_Safely_Managed_Water,World
75.03,75.11,77.79,2036,Access_to_Safely_Managed_Water,World
75.32,75.41,78.32,2037,Access_to_Safely_Managed_Water,World
75.61,75.7,78.83,2038,Access_to_Safely_Managed_Water,World
75.9,76,79.29,2039,Access_to_Safely_Managed_Water,World
76.2,76.3,79.74,2040,Access_to_Safely_Managed_Water,World
76.51,76.62,80.18,2041,Access_to_Safely_Managed_Water,World
76.83,76.95,80.63,2042,Access_to_Safely_Managed_Water,World
77.16,77.29,81.08,2043,Access_to_Safely_Managed_Water,World
77.5,77.65,81.52,2044,Access_to_Safely_Managed_Water,World
77.84,78,81.96,2045,Access_to_Safely_Managed_Water,World
78.18,78.36,82.4,2046,Access_to_Safely_Managed_Water,World
78.54,78.73,82.83,2047,Access_to_Safely_Managed_Water,World
78.89,79.1,83.27,2048,Access_to_Safely_Managed_Water,World
79.25,79.48,83.7,2049,Access_to_Safely_Managed_Water,World
79.62,79.86,84.14,2050,Access_to_Safely_Managed_Water,World
80,80.25,84.58,2051,Access_to_Safely_Managed_Water,World
80.38,80.64,85.02,2052,Access_to_Safely_Managed_Water,World
80.78,81.04,85.47,2053,Access_to_Safely_Managed_Water,World
81.19,81.45,85.92,2054,Access_to_Safely_Managed_Water,World
81.61,81.87,86.37,2055,Access_to_Safely_Managed_Water,World
82.04,82.29,86.85,2056,Access_to_Safely_Managed_Water,World
82.47,82.73,87.33,2057,Access_to_Safely_Managed_Water,World
82.92,83.17,87.82,2058,Access_to_Safely_Managed_Water,World
83.38,83.64,88.31,2059,Access_to_Safely_Managed_Water,World
83.86,84.12,88.77,2060,Access_to_Safely_Managed_Water,World
