BaseCase,RA,RASDG,Year,indicator,Country/Region
688.3,688.3,688.3,2020,Electricity_Use,Afghanistan
717.2,717.2,717.2,2021,Electricity_Use,Afghanistan
677.8,677.8,677.8,2022,Electricity_Use,Afghanistan
622.9,622.9,622.9,2023,Electricity_Use,Afghanistan
595.0,595.0,595.0,2024,Electricity_Use,Afghanistan
591.4,591.4,591.4,2025,Electricity_Use,Afghanistan
601.2,601.2,601.2,2026,Electricity_Use,Afghanistan
616.0,616.4,616.7,2027,Electricity_Use,Afghanistan
626.0,627.2,631.1,2028,Electricity_Use,Afghanistan
635.6,637.9,645.3,2029,Electricity_Use,Afghanistan
644.3,647.8,659.0,2030,Electricity_Use,Afghanistan
652.0,657.0,668.0,2031,Electricity_Use,Afghanistan
655.3,662.1,676.5,2032,Electricity_Use,Afghanistan
657.3,666.2,683.9,2033,Electricity_Use,Afghanistan
658.8,669.9,691.2,2034,Electricity_Use,Afghanistan
660.6,674.0,699.4,2035,Electricity_Use,Afghanistan
663.1,678.8,708.4,2036,Electricity_Use,Afghanistan
665.9,683.9,718.1,2037,Electricity_Use,Afghanistan
669.0,689.3,728.4,2038,Electricity_Use,Afghanistan
672.6,695.0,739.4,2039,Electricity_Use,Afghanistan
676.9,701.4,750.9,2040,Electricity_Use,Afghanistan
681.9,708.3,763.3,2041,Electricity_Use,Afghanistan
687.7,715.8,776.4,2042,Electricity_Use,Afghanistan
694.1,724.1,790.5,2043,Electricity_Use,Afghanistan
700.5,733.0,804.8,2044,Electricity_Use,Afghanistan
707.5,742.0,820.3,2045,Electricity_Use,Afghanistan
715.1,751.0,836.6,2046,Electricity_Use,Afghanistan
723.0,760.1,853.7,2047,Electricity_Use,Afghanistan
731.6,769.4,871.5,2048,Electricity_Use,Afghanistan
740.6,778.8,888.4,2049,Electricity_Use,Afghanistan
750.0,788.4,905.7,2050,Electricity_Use,Afghanistan
759.5,797.5,923.0,2051,Electricity_Use,Afghanistan
769.5,806.4,940.6,2052,Electricity_Use,Afghanistan
779.8,815.5,958.4,2053,Electricity_Use,Afghanistan
790.5,824.5,976.9,2054,Electricity_Use,Afghanistan
801.7,833.6,995.9,2055,Electricity_Use,Afghanistan
813.2,842.7,1016.0,2056,Electricity_Use,Afghanistan
825.0,851.8,1036.0,2057,Electricity_Use,Afghanistan
837.1,861.2,1057.0,2058,Electricity_Use,Afghanistan
849.7,870.9,1078.0,2059,Electricity_Use,Afghanistan
869.5,888.2,1110.0,2060,Electricity_Use,Afghanistan
2309.0,2309.0,2309.0,2020,Electricity_Use,Albania
2535.0,2535.0,2535.0,2021,Electricity_Use,Albania
2722.0,2722.0,2722.0,2022,Electricity_Use,Albania
2895.0,2895.0,2895.0,2023,Electricity_Use,Albania
3040.0,3040.0,3040.0,2024,Electricity_Use,Albania
3178.0,3178.0,3178.0,2025,Electricity_Use,Albania
3316.0,3281.0,3279.0,2026,Electricity_Use,Albania
3453.0,3380.0,3377.0,2027,Electricity_Use,Albania
3576.0,3463.0,3470.0,2028,Electricity_Use,Albania
3701.0,3547.0,3563.0,2029,Electricity_Use,Albania
3827.0,3631.0,3659.0,2030,Electricity_Use,Albania
3954.0,3715.0,3756.0,2031,Electricity_Use,Albania
4082.0,3799.0,3855.0,2032,Electricity_Use,Albania
4210.0,3883.0,3958.0,2033,Electricity_Use,Albania
4341.0,3966.0,4062.0,2034,Electricity_Use,Albania
4473.0,4049.0,4167.0,2035,Electricity_Use,Albania
4606.0,4129.0,4271.0,2036,Electricity_Use,Albania
4744.0,4210.0,4377.0,2037,Electricity_Use,Albania
4884.0,4200.0,4390.0,2038,Electricity_Use,Albania
5029.0,4184.0,4397.0,2039,Electricity_Use,Albania
5179.0,4161.0,4396.0,2040,Electricity_Use,Albania
5335.0,4143.0,4394.0,2041,Electricity_Use,Albania
5497.0,4121.0,4386.0,2042,Electricity_Use,Albania
5664.0,4092.0,4372.0,2043,Electricity_Use,Albania
5838.0,4056.0,4350.0,2044,Electricity_Use,Albania
6015.0,4013.0,4320.0,2045,Electricity_Use,Albania
6197.0,3961.0,4281.0,2046,Electricity_Use,Albania
6381.0,3900.0,4232.0,2047,Electricity_Use,Albania
6567.0,4005.0,4363.0,2048,Electricity_Use,Albania
6756.0,4109.0,4495.0,2049,Electricity_Use,Albania
