BaseCase,RA,RASDG,Year,indicator,Country/Region
6.056,7.725,7.711,2029,Renewable_Share,Oceania
6.52,9.214,9.203,2030,Renewable_Share,Oceania
6.973,10.79,10.8,2031,Renewable_Share,Oceania
7.434,12.42,12.49,2032,Renewable_Share,Oceania
7.916,14.38,14.52,2033,Renewable_Share,Oceania
8.428,16.67,16.93,2034,Renewable_Share,Oceania
8.986,19.34,19.75,2035,Renewable_Share,Oceania
9.583,22.32,22.91,2036,Renewable_Share,Oceania
10.22,25.5,26.21,2037,Renewable_Share,Oceania
10.86,27.06,27.38,2038,Renewable_Share,Oceania
11.53,29.54,30.32,2039,Renewable_Share,Oceania
12.26,30.83,31.22,2040,Renewable_Share,Oceania
13.03,33.18,34.09,2041,Renewable_Share,Oceania
13.86,34.61,35.04,2042,Renewable_Share,Oceania
14.75,37.21,38.19,2043,Renewable_Share,Oceania
15.71,38.73,39.22,2044,Renewable_Share,Oceania
16.41,41.57,42.66,2045,Renewable_Share,Oceania
17.18,43.17,43.77,2046,Renewable_Share,Oceania
17.94,46.14,47.34,2047,Renewable_Share,Oceania
18.74,47.78,48.49,2048,Renewable_Share,Oceania
19.54,50.8,52.11,2049,Renewable_Share,Oceania
20.35,52.47,53.38,2050,Renewable_Share,Oceania
21.14,55.32,56.69,2051,Renewable_Share,Oceania
21.94,56.99,58.57,2052,Renewable_Share,Oceania
22.75,59.57,61.12,2053,Renewable_Share,Oceania
23.59,61.91,63.58,2054,Renewable_Share,Oceania
24.47,64.24,65.91,2055,Renewable_Share,Oceania
25.38,66.46,68.12,2056,Renewable_Share,Oceania
26.34,68.56,70.2,2057,Renewable_Share,Oceania
27.35,70.53,72.15,2058,Renewable_Share,Oceania
28.38,72.38,73.98,2059,Renewable_Share,Oceania
29.31,74.13,75.7,2060,Renewable_Share,Oceania
4.708,4.708,4.708,2020,Renewable_Share,Sub-Saharan Africa
4.974,4.974,4.974,2021,Renewable_Share,Sub-Saharan Africa
5.51,5.51,5.51,2022,Renewable_Share,Sub-Saharan Africa
6.238,6.238,6.238,2023,Renewable_Share,Sub-Saharan Africa
6.975,6.975,6.975,2024,Renewable_Share,Sub-Saharan Africa
7.624,7.624,7.624,2025,Renewable_Share,Sub-Saharan Africa
8.284,8.343,8.343,2026,Renewable_Share,Sub-Saharan Africa
8.984,9.234,9.231,2027,Renewable_Share,Sub-Saharan Africa
9.741,10.34,10.34,2028,Renewable_Share,Sub-Saharan Africa
10.59,11.73,11.72,2029,Renewable_Share,Sub-Saharan Africa
