BaseCase,RA,RASDG,Year,indicator,Country/Region
14.62,14.62,14.62,2020,Malnourishment_Rate,Central & Southern Asia
13.78,13.78,13.78,2021,Malnourishment_Rate,Central & Southern Asia
13.2,13.2,13.2,2022,Malnourishment_Rate,Central & Southern Asia
12.62,12.62,12.62,2023,Malnourishment_Rate,Central & Southern Asia
11.98,11.98,11.98,2024,Malnourishment_Rate,Central & Southern Asia
11.37,11.37,11.06,2025,Malnourishment_Rate,Central & Southern Asia
10.79,10.79,10.24,2026,Malnourishment_Rate,Central & Southern Asia
10.31,10.31,9.435,2027,Malnourishment_Rate,Central & Southern Asia
9.825,9.826,8.659,2028,Malnourishment_Rate,Central & Southern Asia
9.37,9.368,7.939,2029,Malnourishment_Rate,Central & Southern Asia
8.93,8.924,7.256,2030,Malnourishment_Rate,Central & Southern Asia
8.511,8.501,6.618,2031,Malnourishment_Rate,Central & Southern Asia
8.113,8.098,6.029,2032,Malnourishment_Rate,Central & Southern Asia
7.738,7.718,5.481,2033,Malnourishment_Rate,Central & Southern Asia
7.385,7.362,4.977,2034,Malnourishment_Rate,Central & Southern Asia
7.052,7.026,4.514,2035,Malnourishment_Rate,Central & Southern Asia
6.737,6.709,4.087,2036,Malnourishment_Rate,Central & Southern Asia
6.44,6.411,3.695,2037,Malnourishment_Rate,Central & Southern Asia
6.156,6.126,3.358,2038,Malnourishment_Rate,Central & Southern Asia
5.88,5.851,3.044,2039,Malnourishment_Rate,Central & Southern Asia
5.611,5.582,2.751,2040,Malnourishment_Rate,Central & Southern Asia
5.35,5.323,2.596,2041,Malnourishment_Rate,Central & Southern Asia
5.097,5.072,2.447,2042,Malnourishment_Rate,Central & Southern Asia
4.853,4.828,2.302,2043,Malnourishment_Rate,Central & Southern Asia
4.618,4.594,2.162,2044,Malnourishment_Rate,Central & Southern Asia
4.392,4.368,2.026,2045,Malnourishment_Rate,Central & Southern Asia
4.173,4.149,1.891,2046,Malnourishment_Rate,Central & Southern Asia
3.963,3.938,1.757,2047,Malnourishment_Rate,Central & Southern Asia
3.757,3.732,1.625,2048,Malnourishment_Rate,Central & Southern Asia
3.557,3.531,1.494,2049,Malnourishment_Rate,Central & Southern Asia
3.419,3.396,1.425,2050,Malnourishment_Rate,Central & Southern Asia
3.288,3.266,1.358,2051,Malnourishment_Rate,Central & Southern Asia
3.161,3.14,1.291,2052,Malnourishment_Rate,Central & Southern Asia
3.036,3.017,1.225,2053,Malnourishment_Rate,Central & Southern Asia
2.914,2.897,1.161,2054,Malnourishment_Rate,Central & Southern Asia
2.795,2.78,1.098,2055,Malnourishment_Rate,Central & Southern Asia
2.68,2.668,1.037,2056,Malnourishment_Rate,Central & Southern Asia
2.569,2.559,0.98,2057,Malnourishment_Rate,Central & Southern Asia
2.461,2.454,0.922,2058,Malnourishment_Rate,Central & Southern Asia
2.358,2.351,0.868,2059,Malnourishment_Rate,Central & Southern Asia
2.258,2.252,0.815,2060,Malnourishment_Rate,Central & Southern Asia
2.192,2.192,2.192,2020,Malnourishment_Rate,East & Southeast Asia
2.137,2.137,2.137,2021,Malnourishment_Rate,East & Southeast Asia
2.028,2.028,2.028,2022,Malnourishment_Rate,East & Southeast Asia
1.951,1.951,1.951,2023,Malnourishment_Rate,East & Southeast Asia
1.849,1.849,1.849,2024,Malnourishment_Rate,East & Southeast Asia
1.753,1.753,1.659,2025,Malnourishment_Rate,East & Southeast Asia
1.665,1.665,1.554,2026,Malnourishment_Rate,East & Southeast Asia
1.587,1.587,1.412,2027,Malnourishment_Rate,East & Southeast Asia
1.51,1.51,1.29,2028,Malnourishment_Rate,East & Southeast Asia
1.437,1.436,1.176,2029,Malnourishment_Rate,East & Southeast Asia
1.366,1.365,1.071,2030,Malnourishment_Rate,East & Southeast Asia
1.299,1.298,0.974,2031,Malnourishment_Rate,East & Southeast Asia
1.236,1.233,0.884,2032,Malnourishment_Rate,East & Southeast Asia
1.175,1.172,0.803,2033,Malnourishment_Rate,East & Southeast Asia
1.118,1.113,0.728,2034,Malnourishment_Rate,East & Southeast Asia
1.063,1.058,0.66,2035,Malnourishment_Rate,East & Southeast Asia
