BaseCase,RA,RASDG,Year,indicator
81.67,81.74,85.26,2045,Access_to_Safely_Managed_Water
81.94,82.02,85.65,2046,Access_to_Safely_Managed_Water
82.23,82.32,86.04,2047,Access_to_Safely_Managed_Water
82.54,82.63,86.46,2048,Access_to_Safely_Managed_Water
82.86,82.97,86.89,2049,Access_to_Safely_Managed_Water
83.2,83.31,87.34,2050,Access_to_Safely_Managed_Water
83.56,83.68,87.8,2051,Access_to_Safely_Managed_Water
83.93,84.05,88.28,2052,Access_to_Safely_Managed_Water
84.31,84.44,88.77,2053,Access_to_Safely_Managed_Water
84.71,84.85,89.29,2054,Access_to_Safely_Managed_Water
85.12,85.27,89.81,2055,Access_to_Safely_Managed_Water
85.55,85.69,90.35,2056,Access_to_Safely_Managed_Water
85.99,86.14,90.9,2057,Access_to_Safely_Managed_Water
86.45,86.59,91.46,2058,Access_to_Safely_Managed_Water
86.92,87.07,92.02,2059,Access_to_Safely_Managed_Water
87.4,87.55,92.6,2060,Access_to_Safely_Managed_Water
149.4,149.4,149.4,2020,Agricultural_Production
152.6,152.6,152.6,2021,Agricultural_Production
153.6,153.6,153.6,2022,Agricultural_Production
154.4,154.4,154.4,2023,Agricultural_Production
155.1,155.1,155.1,2024,Agricultural_Production
156.0,156.0,157.5,2025,Agricultural_Production
156.9,156.9,158.3,2026,Agricultural_Production
157.7,157.7,158.7,2027,Agricultural_Production
158.4,158.4,159.3,2028,Agricultural_Production
159.2,159.2,159.8,2029,Agricultural_Production
160.2,160.3,160.2,2030,Agricultural_Production
161.3,161.3,160.6,2031,Agricultural_Production
162.3,162.3,160.6,2032,Agricultural_Production
163.0,163.0,160.3,2033,Agricultural_Production
163.6,163.7,159.6,2034,Agricultural_Production
164.1,164.2,158.5,2035,Agricultural_Production
164.5,164.6,157.1,2036,Agricultural_Production
164.8,165.0,155.5,2037,Agricultural_Production
165.2,165.5,154.1,2038,Agricultural_Production
165.7,165.9,153.4,2039,Agricultural_Production
166.1,166.4,151.5,2040,Agricultural_Production
166.7,167.0,150.0,2041,Agricultural_Production
167.2,167.5,148.6,2042,Agricultural_Production
167.5,168.0,147.5,2043,Agricultural_Production
167.8,168.3,146.3,2044,Agricultural_Production
168.1,168.7,145.4,2045,Agricultural_Production
168.4,169.0,144.4,2046,Agricultural_Production
168.8,169.4,143.5,2047,Agricultural_Production
169.1,169.8,142.6,2048,Agricultural_Production
169.5,170.2,141.7,2049,Agricultural_Production
169.8,170.5,140.8,2050,Agricultural_Production
170.1,170.9,139.8,2051,Agricultural_Production
170.4,171.1,139.0,2052,Agricultural_Production
170.7,171.5,137.9,2053,Agricultural_Production
171.1,171.7,137.2,2054,Agricultural_Production
171.4,172.1,136.0,2055,Agricultural_Production
171.9,172.5,136.4,2056,Agricultural_Production
172.4,173.0,136.2,2057,Agricultural_Production
173.1,173.6,136.1,2058,Agricultural_Production
173.8,174.3,136.1,2059,Agricultural_Production
174.6,175.0,136.3,2060,Agricultural_Production
11.37,11.37,11.37,2020,Average_Education_Years
11.39,11.39,11.39,2021,Average_Education_Years
11.41,11.41,11.41,2022,Average_Education_Years
11.44,11.44,11.44,2023,Average_Education_Years
11.46,11.46,11.46,2024,Average_Education_Years
11.48,11.48,11.48,2025,Average_Education_Years
11.5,11.5,11.5,2026,Average_Education_Years
11.51,11.51,11.52,2027,Average_Education_Years
11.53,11.53,11.54,2028,Average_Education_Years
11.55,11.55,11.57,2029,Average_Education_Years
11.58,11.58,11.6,2030,Average_Education_Years
11.6,11.6,11.62,2031,Average_Education_Years
11.62,11.62,11.65,2032,Average_Education_Years
11.64,11.64,11.69,2033,Average_Education_Years
11.66,11.66,11.72,2034,Average_Education_Years
11.68,11.68,11.76,2035,Average_Education_Years
11.71,11.71,11.79,2036,Average_Education_Years
11.73,11.73,11.83,2037,Average_Education_Years
11.75,11.75,11.87,2038,Average_Education_Years
11.78,11.78,11.91,2039,Average_Education_Years
11.8,11.8,11.96,2040,Average_Education_Years
11.83,11.83,12.0,2041,Average_Education_Years
11.85,11.85,12.05,2042,Average_Education_Years
11.88,11.88,12.09,2043,Average_Education_Years
11.91,11.9,12.14,2044,Average_Education_Years
11.93,11.93,12.19,2045,Average_Education_Years
11.96,11.96,12.24,2046,Average_Education_Years
11.99,11.99,12.29,2047,Average_Education_Years
12.02,12.01,12.34,2048,Average_Education_Years
12.04,12.04,12.39,2049,Average_Education_Years
12.07,12.07,12.44,2050,Average_Education_Years
12.1,12.1,12.49,2051,Average_Education_Years
12.13,12.13,12.54,2052,Average_Education_Years
12.16,12.16,12.6,2053,Average_Education_Years
12.19,12.19,12.65,2054,Average_Education_Years
12.22,12.22,12.7,2055,Average_Education_Years
12.25,12.25,12.76,2056,Average_Education_Years
12.28,12.28,12.81,2057,Average_Education_Years
12.32,12.32,12.87,2058,Average_Education_Years
12.35,12.35,12.92,2059,Average_Education_Years
12.38,12.38,12.97,2060,Average_Education_Years
0.113,0.113,0.113,2020,Carbon_Emissions_from_Fossil
0.112,0.112,0.112,2021,Carbon_Emissions_from_Fossil
0.112,0.112,0.112,2022,Carbon_Emissions_from_Fossil
0.114,0.114,0.114,2023,Carbon_Emissions_from_Fossil
0.115,0.115,0.115,2024,Carbon_Emissions_from_Fossil
0.115,0.115,0.115,2025,Carbon_Emissions_from_Fossil
0.116,0.115,0.115,2026,Carbon_Emissions_from_Fossil
0.116,0.115,0.115,2027,Carbon_Emissions_from_Fossil
0.117,0.113,0.113,2028,Carbon_Emissions_from_Fossil
0.116,0.11,0.11,2029,Carbon_Emissions_from_Fossil
0.116,0.106,0.106,2030,Carbon_Emissions_from_Fossil
0.115,0.102,0.102,2031,Carbon_Emissions_from_Fossil
0.115,0.098,0.098,2032,Carbon_Emissions_from_Fossil
0.114,0.094,0.095,2033,Carbon_Emissions_from_Fossil
0.114,0.09,0.091,2034,Carbon_Emissions_from_Fossil
0.114,0.086,0.088,2035,Carbon_Emissions_from_Fossil
0.114,0.083,0.084,2036,Carbon_Emissions_from_Fossil
0.114,0.08,0.081,2037,Carbon_Emissions_from_Fossil
0.115,0.078,0.08,2038,Carbon_Emissions_from_Fossil
0.114,0.076,0.078,2039,Carbon_Emissions_from_Fossil
0.114,0.074,0.076,2040,Carbon_Emissions_from_Fossil
0.113,0.07,0.072,2041,Carbon_Emissions_from_Fossil
0.112,0.068,0.07,2042,Carbon_Emissions_from_Fossil
0.111,0.065,0.066,2043,Carbon_Emissions_from_Fossil
0.11,0.063,0.065,2044,Carbon_Emissions_from_Fossil
0.109,0.059,0.061,2045,Carbon_Emissions_from_Fossil
0.109,0.058,0.06,2046,Carbon_Emissions_from_Fossil
0.108,0.054,0.056,2047,Carbon_Emissions_from_Fossil
0.108,0.052,0.053,2048,Carbon_Emissions_from_Fossil
0.107,0.048,0.049,2049,Carbon_Emissions_from_Fossil
0.107,0.046,0.048,2050,Carbon_Emissions_from_Fossil
0.107,0.043,0.044,2051,Carbon_Emissions_from_Fossil
0.106,0.041,0.042,2052,Carbon_Emissions_from_Fossil
0.105,0.039,0.04,2053,Carbon_Emissions_from_Fossil
0.104,0.036,0.037,2054,Carbon_Emissions_from_Fossil
0.103,0.034,0.035,2055,Carbon_Emissions_from_Fossil
0.102,0.032,0.032,2056,Carbon_Emissions_from_Fossil
0.101,0.03,0.03,2057,Carbon_Emissions_from_Fossil
0.099,0.027,0.027,2058,Carbon_Emissions_from_Fossil
0.098,0.026,0.025,2059,Carbon_Emissions_from_Fossil
0.097,0.023,0.023,2060,Carbon_Emissions_from_Fossil
81.12,81.12,81.12,2020,Electricity_Access
81.31,81.31,81.31,2021,Electricity_Access
81.33,81.33,81.33,2022,Electricity_Access
81.7,81.7,81.7,2023,Electricity_Access
81.85,81.85,81.85,2024,Electricity_Access
82.12,82.29,82.6,2025,Electricity_Access
82.32,82.68,83.32,2026,Electricity_Access
82.53,83.09,84.1,2027,Electricity_Access
82.77,83.55,84.99,2028,Electricity_Access
83.02,84.04,85.93,2029,Electricity_Access
83.29,84.56,86.91,2030,Electricity_Access
83.58,85.12,87.93,2031,Electricity_Access
83.88,85.72,88.97,2032,Electricity_Access
84.19,86.35,89.99,2033,Electricity_Access
84.52,87.02,91.05,2034,Electricity_Access
84.86,87.72,92.14,2035,Electricity_Access
85.2,88.44,93.12,2036,Electricity_Access
85.55,89.15,94.13,2037,Electricity_Access
85.91,89.84,95.17,2038,Electricity_Access
86.28,90.49,96.05,2039,Electricity_Access
86.66,91.16,96.79,2040,Electricity_Access
87.05,91.86,97.54,2041,Electricity_Access
87.44,92.59,98.29,2042,Electricity_Access
87.84,93.34,99.05,2043,Electricity_Access
88.25,94.1,99.82,2044,Electricity_Access
88.65,94.86,100.0,2045,Electricity_Access
89.06,95.64,100.0,2046,Electricity_Access
89.47,96.42,100.0,2047,Electricity_Access
89.88,97.23,100.0,2048,Electricity_Access
90.29,98.04,100.0,2049,Electricity_Access
90.7,98.58,100.0,2050,Electricity_Access
91.11,99.12,100.0,2051,Electricity_Access
91.51,99.65,100.0,2052,Electricity_Access
91.89,100.0,100.0,2053,Electricity_Access
92.27,100.0,100.0,2054,Electricity_Access
92.65,100.0,100.0,2055,Electricity_Access
93.03,100.0,100.0,2056,Electricity_Access
93.4,100.0,100.0,2057,Electricity_Access
93.76,100.0,100.0,2058,Electricity_Access
94.12,100.0,100.0,2059,Electricity_Access
94.47,100.0,100.0,2060,Electricity_Access
7521.0,7521.0,7521.0,2020,Electricity_Use
7633.0,7633.0,7633.0,2021,Electricity_Use
7749.0,7749.0,7749.0,2022,Electricity_Use
7899.0,7899.0,7899.0,2023,Electricity_Use
8001.0,8001.0,8001.0,2024,Electricity_Use
8053.0,8054.0,8055.0,2025,Electricity_Use
8099.0,7996.0,7998.0,2026,Electricity_Use
8148.0,7939.0,7944.0,2027,Electricity_Use
8207.0,7893.0,7910.0,2028,Electricity_Use
8268.0,7854.0,7886.0,2029,Electricity_Use
8331.0,7819.0,7873.0,2030,Electricity_Use
8403.0,7799.0,7878.0,2031,Electricity_Use
8475.0,7780.0,7887.0,2032,Electricity_Use
8549.0,7763.0,7901.0,2033,Electricity_Use
8624.0,7738.0,7911.0,2034,Electricity_Use
8699.0,7717.0,7924.0,2035,Electricity_Use
8771.0,7692.0,7932.0,2036,Electricity_Use
8844.0,7662.0,7933.0,2037,Electricity_Use
8915.0,7623.0,7923.0,2038,Electricity_Use
8988.0,7568.0,7896.0,2039,Electricity_Use
9060.0,7531.0,7893.0,2040,Electricity_Use
9133.0,7534.0,7916.0,2041,Electricity_Use
9211.0,7551.0,7968.0,2042,Electricity_Use
9292.0,7549.0,7986.0,2043,Electricity_Use
9374.0,7559.0,8030.0,2044,Electricity_Use
9454.0,7550.0,8040.0,2045,Electricity_Use
9529.0,7552.0,8073.0,2046,Electricity_Use
9604.0,7531.0,8065.0,2047,Electricity_Use
9674.0,7526.0,8087.0,2048,Electricity_Use
9741.0,7495.0,8067.0,2049,Electricity_Use
9806.0,7475.0,8070.0,2050,Electricity_Use
9868.0,7429.0,8032.0,2051,Electricity_Use
9928.0,7393.0,8014.0,2052,Electricity_Use
9987.0,7331.0,7961.0,2053,Electricity_Use
10046.0,7277.0,7917.0,2054,Electricity_Use
10105.0,7205.0,7858.0,2055,Electricity_Use
10164.0,7146.0,7809.0,2056,Electricity_Use
10221.0,7082.0,7756.0,2057,Electricity_Use
10277.0,7014.0,7697.0,2058,Electricity_Use
10329.0,6942.0,7633.0,2059,Electricity_Use
10370.0,6882.0,7588.0,2060,Electricity_Use
37647.0,37647.0,37647.0,2020,Energy_Demand_per_capita
37167.0,37167.0,37167.0,2021,Energy_Demand_per_capita
37049.0,37049.0,37049.0,2022,Energy_Demand_per_capita
37161.0,37162.0,37162.0,2023,Energy_Demand_per_capita
37125.0,37125.0,37125.0,2024,Energy_Demand_per_capita
36903.0,36903.0,36903.0,2025,Energy_Demand_per_capita
36704.0,36213.0,36213.0,2026,Energy_Demand_per_capita
36555.0,35572.0,35572.0,2027,Energy_Demand_per_capita
36472.0,35012.0,35046.0,2028,Energy_Demand_per_capita
36420.0,34502.0,34586.0,2029,Energy_Demand_per_capita
36387.0,34033.0,34184.0,2030,Energy_Demand_per_capita
36406.0,33641.0,33869.0,2031,Energy_Demand_per_capita
36433.0,33264.0,33581.0,2032,Energy_Demand_per_capita
36472.0,32907.0,33319.0,2033,Energy_Demand_per_capita
36520.0,32522.0,33041.0,2034,Energy_Demand_per_capita
36575.0,32165.0,32782.0,2035,Energy_Demand_per_capita
36617.0,31801.0,32508.0,2036,Energy_Demand_per_capita
36671.0,31422.0,32212.0,2037,Energy_Demand_per_capita
36722.0,31021.0,31883.0,2038,Energy_Demand_per_capita
36779.0,30562.0,31482.0,2039,Energy_Demand_per_capita
36839.0,30189.0,31202.0,2040,Energy_Demand_per_capita
36909.0,29985.0,31034.0,2041,Energy_Demand_per_capita
37002.0,29849.0,30997.0,2042,Energy_Demand_per_capita
37109.0,29641.0,30825.0,2043,Energy_Demand_per_capita
37223.0,29493.0,30769.0,2044,Energy_Demand_per_capita
37338.0,29273.0,30583.0,2045,Energy_Demand_per_capita
37437.0,29106.0,30510.0,2046,Energy_Demand_per_capita
37541.0,28855.0,30289.0,2047,Energy_Demand_per_capita
37632.0,28680.0,30204.0,2048,Energy_Demand_per_capita
37719.0,28414.0,29966.0,2049,Energy_Demand_per_capita
37802.0,28205.0,29843.0,2050,Energy_Demand_per_capita
37885.0,27913.0,29577.0,2051,Energy_Demand_per_capita
37971.0,27673.0,29414.0,2052,Energy_Demand_per_capita
38062.0,27353.0,29130.0,2053,Energy_Demand_per_capita
38161.0,27084.0,28907.0,2054,Energy_Demand_per_capita
38268.0,26765.0,28644.0,2055,Energy_Demand_per_capita
38385.0,26516.0,28441.0,2056,Energy_Demand_per_capita
38508.0,26264.0,28240.0,2057,Energy_Demand_per_capita
38634.0,26015.0,28039.0,2058,Energy_Demand_per_capita
38761.0,25772.0,27842.0,2059,Energy_Demand_per_capita
38904.0,25539.0,27657.0,2060,Energy_Demand_per_capita
0.98343,0.98343,0.98343,2020,Energy_Demand_Relative_to_GDP
0.95878,0.95878,0.95878,2021,Energy_Demand_Relative_to_GDP
0.92845,0.92845,0.92845,2022,Energy_Demand_Relative_to_GDP
0.92392,0.92392,0.92392,2023,Energy_Demand_Relative_to_GDP
0.91942,0.91942,0.91942,2024,Energy_Demand_Relative_to_GDP
0.90477,0.90478,0.90478,2025,Energy_Demand_Relative_to_GDP
0.88956,0.87766,0.87765,2026,Energy_Demand_Relative_to_GDP
0.87404,0.85055,0.84914,2027,Energy_Demand_Relative_to_GDP
0.8602,0.8254,0.82317,2028,Energy_Demand_Relative_to_GDP
0.84725,0.80154,0.79825,2029,Energy_Demand_Relative_to_GDP
0.83364,0.77744,0.77313,2030,Energy_Demand_Relative_to_GDP
0.82165,0.75593,0.7505,2031,Energy_Demand_Relative_to_GDP
0.81,0.73491,0.7283,2032,Energy_Demand_Relative_to_GDP
0.79874,0.71612,0.70813,2033,Energy_Demand_Relative_to_GDP
0.78783,0.69627,0.68739,2034,Energy_Demand_Relative_to_GDP
0.77773,0.67751,0.66779,2035,Energy_Demand_Relative_to_GDP
0.76726,0.65948,0.64901,2036,Energy_Demand_Relative_to_GDP
0.7575,0.64197,0.63088,2037,Energy_Demand_Relative_to_GDP
0.74795,0.62601,0.61446,2038,Energy_Demand_Relative_to_GDP
0.73901,0.60661,0.59352,2039,Energy_Demand_Relative_to_GDP
0.73035,0.59143,0.57921,2040,Energy_Demand_Relative_to_GDP
0.72169,0.57781,0.56357,2041,Energy_Demand_Relative_to_GDP
0.7135,0.56783,0.55432,2042,Energy_Demand_Relative_to_GDP
0.70577,0.55475,0.53949,2043,Energy_Demand_Relative_to_GDP
0.6984,0.54511,0.53055,2044,Energy_Demand_Relative_to_GDP
0.69174,0.53247,0.51616,2045,Energy_Demand_Relative_to_GDP
0.68476,0.52329,0.50782,2046,Energy_Demand_Relative_to_GDP
0.67839,0.51087,0.49378,2047,Energy_Demand_Relative_to_GDP
0.67204,0.50227,0.48591,2048,Energy_Demand_Relative_to_GDP
0.66589,0.49032,0.47246,2049,Energy_Demand_Relative_to_GDP
0.65985,0.48178,0.46464,2050,Energy_Demand_Relative_to_GDP
0.65394,0.47016,0.45171,2051,Energy_Demand_Relative_to_GDP
0.64817,0.46164,0.44347,2052,Energy_Demand_Relative_to_GDP
0.64252,0.45041,0.43197,2053,Energy_Demand_Relative_to_GDP
0.63701,0.44144,0.42246,2054,Energy_Demand_Relative_to_GDP
0.63164,0.4315,0.41261,2055,Energy_Demand_Relative_to_GDP
0.62643,0.42292,0.40383,2056,Energy_Demand_Relative_to_GDP
0.62139,0.41446,0.39533,2057,Energy_Demand_Relative_to_GDP
0.61651,0.40617,0.38702,2058,Energy_Demand_Relative_to_GDP
0.61127,0.39807,0.37895,2059,Energy_Demand_Relative_to_GDP
0.60724,0.39026,0.37121,2060,Energy_Demand_Relative_to_GDP
5043.0,5043.0,5043.0,2020,Fossil_Fuel_Production
5013.0,5013.0,5013.0,2021,Fossil_Fuel_Production
5030.0,5030.0,5030.0,2022,Fossil_Fuel_Production
5056.0,5057.0,5057.0,2023,Fossil_Fuel_Production
5034.0,5034.0,5034.0,2024,Fossil_Fuel_Production
5009.0,5009.0,5009.0,2025,Fossil_Fuel_Production
4995.0,4995.0,4995.0,2026,Fossil_Fuel_Production
4989.0,4966.0,4966.0,2027,Fossil_Fuel_Production
4978.0,4905.0,4904.0,2028,Fossil_Fuel_Production
4952.0,4802.0,4801.0,2029,Fossil_Fuel_Production
4965.0,4727.0,4729.0,2030,Fossil_Fuel_Production
4990.0,4652.0,4661.0,2031,Fossil_Fuel_Production
5022.0,4591.0,4607.0,2032,Fossil_Fuel_Production
5061.0,4458.0,4484.0,2033,Fossil_Fuel_Production
5114.0,4318.0,4353.0,2034,Fossil_Fuel_Production
5155.0,4179.0,4223.0,2035,Fossil_Fuel_Production
5221.0,4036.0,4086.0,2036,Fossil_Fuel_Production
5300.0,3875.0,3926.0,2037,Fossil_Fuel_Production
5389.0,3691.0,3741.0,2038,Fossil_Fuel_Production
5462.0,3533.0,3594.0,2039,Fossil_Fuel_Production
5503.0,3359.0,3405.0,2040,Fossil_Fuel_Production
5533.0,3193.0,3248.0,2041,Fossil_Fuel_Production
5554.0,2994.0,3043.0,2042,Fossil_Fuel_Production
5569.0,2804.0,2857.0,2043,Fossil_Fuel_Production
5579.0,2596.0,2639.0,2044,Fossil_Fuel_Production
5583.0,2409.0,2458.0,2045,Fossil_Fuel_Production
5595.0,2215.0,2255.0,2046,Fossil_Fuel_Production
5603.0,2048.0,2091.0,2047,Fossil_Fuel_Production
5607.0,1881.0,1915.0,2048,Fossil_Fuel_Production
5603.0,1741.0,1778.0,2049,Fossil_Fuel_Production
5591.0,1604.0,1633.0,2050,Fossil_Fuel_Production
5567.0,1492.0,1524.0,2051,Fossil_Fuel_Production
5523.0,1381.0,1406.0,2052,Fossil_Fuel_Production
5462.0,1286.0,1306.0,2053,Fossil_Fuel_Production
5385.0,1190.0,1208.0,2054,Fossil_Fuel_Production
5295.0,1100.0,1115.0,2055,Fossil_Fuel_Production
5192.0,1015.0,1028.0,2056,Fossil_Fuel_Production
5080.0,936.5,947.8,2057,Fossil_Fuel_Production
4960.0,864.3,874.9,2058,Fossil_Fuel_Production
4895.0,798.1,807.9,2059,Fossil_Fuel_Production
4781.0,733.0,741.1,2060,Fossil_Fuel_Production
1.64,1.64,1.64,2020,GDP_(MER)
1.68,1.68,1.68,2021,GDP_(MER)
1.749,1.749,1.749,2022,GDP_(MER)
1.782,1.782,1.782,2023,GDP_(MER)
1.808,1.808,1.808,2024,GDP_(MER)
1.846,1.846,1.846,2025,GDP_(MER)
1.886,1.886,1.886,2026,GDP_(MER)
1.932,1.932,1.935,2027,GDP_(MER)
1.978,1.979,1.986,2028,GDP_(MER)
2.025,2.028,2.041,2029,GDP_(MER)
2.076,2.082,2.103,2030,GDP_(MER)
2.128,2.137,2.167,2031,GDP_(MER)
2.18,2.194,2.234,2032,GDP_(MER)
2.233,2.247,2.3,2033,GDP_(MER)
2.287,2.304,2.371,2034,GDP_(MER)
2.34,2.362,2.441,2035,GDP_(MER)
2.394,2.42,2.512,2036,GDP_(MER)
2.449,2.476,2.581,2037,GDP_(MER)
2.503,2.527,2.643,2038,GDP_(MER)
2.557,2.589,2.722,2039,GDP_(MER)
2.611,2.643,2.785,2040,GDP_(MER)
2.667,2.707,2.867,2041,GDP_(MER)
2.724,2.762,2.931,2042,GDP_(MER)
2.781,2.827,3.015,2043,GDP_(MER)
2.839,2.882,3.08,2044,GDP_(MER)
2.894,2.948,3.165,2045,GDP_(MER)
2.95,3.002,3.229,2046,GDP_(MER)
3.004,3.067,3.315,2047,GDP_(MER)
3.058,3.12,3.377,2048,GDP_(MER)
3.111,3.184,3.463,2049,GDP_(MER)
3.164,3.235,3.524,2050,GDP_(MER)
3.217,3.299,3.609,2051,GDP_(MER)
3.27,3.348,3.672,2052,GDP_(MER)
3.323,3.409,3.749,2053,GDP_(MER)
3.377,3.461,3.819,2054,GDP_(MER)
3.431,3.515,3.89,2055,GDP_(MER)
3.486,3.569,3.961,2056,GDP_(MER)
3.54,3.622,4.031,2057,GDP_(MER)
3.594,3.676,4.103,2058,GDP_(MER)
3.651,3.73,4.174,2059,GDP_(MER)
3.703,3.784,4.247,2060,GDP_(MER)
34.86,34.86,34.86,2020,GDP_per_capita_(PPP)
35.37,35.37,35.37,2021,GDP_per_capita_(PPP)
36.48,36.48,36.48,2022,GDP_per_capita_(PPP)
36.81,36.81,36.81,2023,GDP_per_capita_(PPP)
37.0,37.0,37.0,2024,GDP_per_capita_(PPP)
37.41,37.41,37.41,2025,GDP_per_capita_(PPP)
37.89,37.89,37.89,2026,GDP_per_capita_(PPP)
38.45,38.45,38.51,2027,GDP_per_capita_(PPP)
39.02,39.04,39.18,2028,GDP_per_capita_(PPP)
39.61,39.66,39.92,2029,GDP_per_capita_(PPP)
40.26,40.38,40.78,2030,GDP_per_capita_(PPP)
40.91,41.09,41.66,2031,GDP_per_capita_(PPP)
41.58,41.84,42.61,2032,GDP_per_capita_(PPP)
42.25,42.52,43.53,2033,GDP_per_capita_(PPP)
42.94,43.27,44.51,2034,GDP_per_capita_(PPP)
43.61,44.02,45.51,2035,GDP_per_capita_(PPP)
44.31,44.76,46.48,2036,GDP_per_capita_(PPP)
45.0,45.49,47.43,2037,GDP_per_capita_(PPP)
45.68,46.1,48.25,2038,GDP_per_capita_(PPP)
46.36,46.92,49.37,2039,GDP_per_capita_(PPP)
47.04,47.59,50.2,2040,GDP_per_capita_(PPP)
47.75,48.43,51.36,2041,GDP_per_capita_(PPP)
48.47,49.12,52.21,2042,GDP_per_capita_(PPP)
49.19,49.98,53.4,2043,GDP_per_capita_(PPP)
49.92,50.66,54.26,2044,GDP_per_capita_(PPP)
50.61,51.53,55.49,2045,GDP_per_capita_(PPP)
51.32,52.2,56.32,2046,GDP_per_capita_(PPP)
52.0,53.06,57.56,2047,GDP_per_capita_(PPP)
52.68,53.7,58.39,2048,GDP_per_capita_(PPP)
53.35,54.56,59.63,2049,GDP_per_capita_(PPP)
54.02,55.18,60.45,2050,GDP_per_capita_(PPP)
54.68,56.01,61.68,2051,GDP_per_capita_(PPP)
55.35,56.62,62.54,2052,GDP_per_capita_(PPP)
56.04,57.42,63.65,2053,GDP_per_capita_(PPP)
56.73,58.07,64.65,2054,GDP_per_capita_(PPP)
