BaseCase,RA,RASDG,Year,indicator
2.977,2.259,2.288,2034,Carbon_Emissions_from_Fossil
2.952,2.127,2.162,2035,Carbon_Emissions_from_Fossil
2.938,1.998,2.039,2036,Carbon_Emissions_from_Fossil
2.931,1.868,1.912,2037,Carbon_Emissions_from_Fossil
2.912,1.745,1.787,2038,Carbon_Emissions_from_Fossil
2.879,1.61,1.653,2039,Carbon_Emissions_from_Fossil
2.84,1.461,1.502,2040,Carbon_Emissions_from_Fossil
2.798,1.304,1.343,2041,Carbon_Emissions_from_Fossil
2.751,1.156,1.193,2042,Carbon_Emissions_from_Fossil
2.702,1.008,1.043,2043,Carbon_Emissions_from_Fossil
2.653,0.88,0.911,2044,Carbon_Emissions_from_Fossil
2.607,0.766,0.794,2045,Carbon_Emissions_from_Fossil
2.563,0.664,0.69,2046,Carbon_Emissions_from_Fossil
2.52,0.567,0.592,2047,Carbon_Emissions_from_Fossil
2.478,0.463,0.49,2048,Carbon_Emissions_from_Fossil
2.421,0.378,0.399,2049,Carbon_Emissions_from_Fossil
2.387,0.299,0.323,2050,Carbon_Emissions_from_Fossil
2.348,0.229,0.249,2051,Carbon_Emissions_from_Fossil
2.296,0.163,0.185,2052,Carbon_Emissions_from_Fossil
2.237,0.103,0.12,2053,Carbon_Emissions_from_Fossil
2.174,0.045,0.062,2054,Carbon_Emissions_from_Fossil
2.106,0.0,0.004,2055,Carbon_Emissions_from_Fossil
2.036,0.0,0.0,2056,Carbon_Emissions_from_Fossil
1.966,0.0,0.0,2057,Carbon_Emissions_from_Fossil
1.896,0.0,0.0,2058,Carbon_Emissions_from_Fossil
1.828,0.0,0.0,2059,Carbon_Emissions_from_Fossil
1.764,0.0,0.0,2060,Carbon_Emissions_from_Fossil
99.96,99.96,99.96,2020,Electricity_Access
99.96,99.96,99.96,2021,Electricity_Access
99.96,99.96,99.96,2022,Electricity_Access
99.96,99.96,99.96,2023,Electricity_Access
99.96,99.96,99.96,2024,Electricity_Access
99.96,99.99,99.99,2025,Electricity_Access
99.96,99.99,99.99,2026,Electricity_Access
99.97,99.99,99.99,2027,Electricity_Access
99.97,100.0,100.0,2028,Electricity_Access
99.97,100.0,100.0,2029,Electricity_Access
99.97,100.0,100.0,2030,Electricity_Access
99.97,100.0,100.0,2031,Electricity_Access
99.97,100.0,100.0,2032,Electricity_Access
99.97,100.0,100.0,2033,Electricity_Access
99.97,100.0,100.0,2034,Electricity_Access
99.97,100.0,100.0,2035,Electricity_Access
99.97,100.0,100.0,2036,Electricity_Access
99.97,100.0,100.0,2037,Electricity_Access
99.97,100.0,100.0,2038,Electricity_Access
99.97,100.0,100.0,2039,Electricity_Access
99.97,100.0,100.0,2040,Electricity_Access
99.97,100.0,100.0,2041,Electricity_Access
99.97,100.0,100.0,2042,Electricity_Access
99.98,100.0,100.0,2043,Electricity_Access
99.98,100.0,100.0,2044,Electricity_Access
99.98,100.0,100.0,2045,Electricity_Access
99.98,100.0,100.0,2046,Electricity_Access
99.98,100.0,100.0,2047,Electricity_Access
99.98,100.0,100.0,2048,Electricity_Access
99.98,100.0,100.0,2049,Electricity_Access
99.98,100.0,100.0,2050,Electricity_Access
99.98,100.0,100.0,2051,Electricity_Access
99.98,100.0,100.0,2052,Electricity_Access
99.98,100.0,100.0,2053,Electricity_Access
99.98,100.0,100.0,2054,Electricity_Access
99.98,100.0,100.0,2055,Electricity_Access
99.98,100.0,100.0,2056,Electricity_Access
99.98,100.0,100.0,2057,Electricity_Access
99.98,100.0,100.0,2058,Electricity_Access
99.98,100.0,100.0,2059,Electricity_Access
99.98,100.0,100.0,2060,Electricity_Access
8776.0,8776.0,8776.0,2020,Electricity_Use
8947.0,8947.0,8947.0,2021,Electricity_Use
9187.0,9187.0,9187.0,2022,Electricity_Use
9407.0,9407.0,9407.0,2023,Electricity_Use
9572.0,9572.0,9572.0,2024,Electricity_Use
9708.0,9708.0,9708.0,2025,Electricity_Use
9823.0,9690.0,9690.0,2026,Electricity_Use
9923.0,9653.0,9653.0,2027,Electricity_Use
10024.0,9616.0,9626.0,2028,Electricity_Use
10123.0,9579.0,9604.0,2029,Electricity_Use
10223.0,9544.0,9589.0,2030,Electricity_Use
10325.0,9513.0,9581.0,2031,Electricity_Use
10428.0,9483.0,9575.0,2032,Electricity_Use
10531.0,9451.0,9571.0,2033,Electricity_Use
10634.0,9416.0,9566.0,2034,Electricity_Use
10735.0,9376.0,9558.0,2035,Electricity_Use
10833.0,9329.0,9543.0,2036,Electricity_Use
10929.0,9274.0,9520.0,2037,Electricity_Use
11024.0,9198.0,9474.0,2038,Electricity_Use
11119.0,9113.0,9420.0,2039,Electricity_Use
11219.0,9027.0,9361.0,2040,Electricity_Use
11322.0,9008.0,9370.0,2041,Electricity_Use
11428.0,8988.0,9378.0,2042,Electricity_Use
11537.0,8965.0,9381.0,2043,Electricity_Use
11649.0,8940.0,9382.0,2044,Electricity_Use
11762.0,8911.0,9377.0,2045,Electricity_Use
11874.0,8876.0,9366.0,2046,Electricity_Use
11986.0,8835.0,9347.0,2047,Electricity_Use
12096.0,8814.0,9349.0,2048,Electricity_Use
12205.0,8784.0,9338.0,2049,Electricity_Use
12313.0,8749.0,9324.0,2050,Electricity_Use
12422.0,8708.0,9301.0,2051,Electricity_Use
12527.0,8657.0,9269.0,2052,Electricity_Use
12634.0,8600.0,9229.0,2053,Electricity_Use
12744.0,8539.0,9186.0,2054,Electricity_Use
12856.0,8472.0,9135.0,2055,Electricity_Use
12971.0,8422.0,9103.0,2056,Electricity_Use
13089.0,8366.0,9061.0,2057,Electricity_Use
13208.0,8308.0,9019.0,2058,Electricity_Use
13325.0,8252.0,8973.0,2059,Electricity_Use
13373.0,8156.0,8884.0,2060,Electricity_Use
49343.0,49343.0,49343.0,2020,Energy_Demand_per_capita
48855.0,48855.0,48855.0,2021,Energy_Demand_per_capita
49190.0,49190.0,49190.0,2022,Energy_Demand_per_capita
49463.0,49463.0,49463.0,2023,Energy_Demand_per_capita
49568.0,49568.0,49568.0,2024,Energy_Demand_per_capita
49605.0,49605.0,49605.0,2025,Energy_Demand_per_capita
49586.0,48923.0,48922.0,2026,Energy_Demand_per_capita
49521.0,48191.0,48186.0,2027,Energy_Demand_per_capita
49516.0,47528.0,47571.0,2028,Energy_Demand_per_capita
49525.0,46896.0,47007.0,2029,Energy_Demand_per_capita
49556.0,46306.0,46501.0,2030,Energy_Demand_per_capita
49607.0,45758.0,46049.0,2031,Energy_Demand_per_capita
49670.0,45231.0,45626.0,2032,Energy_Demand_per_capita
49741.0,44709.0,45216.0,2033,Energy_Demand_per_capita
49812.0,44185.0,44811.0,2034,Energy_Demand_per_capita
49876.0,43649.0,44399.0,2035,Energy_Demand_per_capita
49926.0,43086.0,43964.0,2036,Energy_Demand_per_capita
49966.0,42501.0,43498.0,2037,Energy_Demand_per_capita
50000.0,41775.0,42882.0,2038,Energy_Demand_per_capita
50039.0,41027.0,42241.0,2039,Energy_Demand_per_capita
50096.0,40278.0,41587.0,2040,Energy_Demand_per_capita
50169.0,39826.0,41226.0,2041,Energy_Demand_per_capita
50252.0,39379.0,40867.0,2042,Energy_Demand_per_capita
50344.0,38924.0,40495.0,2043,Energy_Demand_per_capita
50445.0,38464.0,40115.0,2044,Energy_Demand_per_capita
50550.0,37995.0,39716.0,2045,Energy_Demand_per_capita
50648.0,37509.0,39296.0,2046,Energy_Demand_per_capita
50740.0,37003.0,38848.0,2047,Energy_Demand_per_capita
50822.0,36660.0,38570.0,2048,Energy_Demand_per_capita
50899.0,36287.0,38245.0,2049,Energy_Demand_per_capita
50972.0,35896.0,37914.0,2050,Energy_Demand_per_capita
51039.0,35485.0,37545.0,2051,Energy_Demand_per_capita
51097.0,35046.0,37156.0,2052,Energy_Demand_per_capita
51163.0,34587.0,36755.0,2053,Energy_Demand_per_capita
51237.0,34119.0,36341.0,2054,Energy_Demand_per_capita
51320.0,33634.0,35904.0,2055,Energy_Demand_per_capita
51414.0,33221.0,35542.0,2056,Energy_Demand_per_capita
51516.0,32774.0,35136.0,2057,Energy_Demand_per_capita
51620.0,32328.0,34728.0,2058,Energy_Demand_per_capita
51721.0,31895.0,34316.0,2059,Energy_Demand_per_capita
51815.0,31485.0,33916.0,2060,Energy_Demand_per_capita
1.29535,1.29535,1.29535,2020,Energy_Demand_Relative_to_GDP
1.21706,1.21706,1.21706,2021,Energy_Demand_Relative_to_GDP
1.19603,1.19603,1.19603,2022,Energy_Demand_Relative_to_GDP
1.18516,1.18516,1.18516,2023,Energy_Demand_Relative_to_GDP
1.16721,1.16721,1.16721,2024,Energy_Demand_Relative_to_GDP
1.14717,1.14717,1.14717,2025,Energy_Demand_Relative_to_GDP
1.12627,1.11122,1.11119,2026,Energy_Demand_Relative_to_GDP
1.10459,1.07495,1.07307,2027,Energy_Demand_Relative_to_GDP
1.08465,1.04098,1.03786,2028,Energy_Demand_Relative_to_GDP
1.06541,1.00832,1.00387,2029,Energy_Demand_Relative_to_GDP
1.04694,0.9771,0.97136,2030,Energy_Demand_Relative_to_GDP
1.02922,0.94761,0.94051,2031,Energy_Demand_Relative_to_GDP
1.01217,0.91929,0.91072,2032,Energy_Demand_Relative_to_GDP
0.99576,0.89212,0.88201,2033,Energy_Demand_Relative_to_GDP
0.97984,0.86579,0.85409,2034,Energy_Demand_Relative_to_GDP
0.96435,0.84013,0.82685,2035,Energy_Demand_Relative_to_GDP
0.94923,0.81513,0.80057,2036,Energy_Demand_Relative_to_GDP
0.93446,0.79054,0.77488,2037,Energy_Demand_Relative_to_GDP
0.92002,0.76435,0.74767,2038,Energy_Demand_Relative_to_GDP
0.90598,0.73847,0.721,2039,Energy_Demand_Relative_to_GDP
0.89244,0.71336,0.69532,2040,Energy_Demand_Relative_to_GDP
0.87943,0.69393,0.67503,2041,Energy_Demand_Relative_to_GDP
0.86681,0.67508,0.65544,2042,Energy_Demand_Relative_to_GDP
0.85456,0.6564,0.63604,2043,Energy_Demand_Relative_to_GDP
0.84267,0.63819,0.61729,2044,Energy_Demand_Relative_to_GDP
0.8312,0.62025,0.59877,2045,Energy_Demand_Relative_to_GDP
0.81989,0.6027,0.58079,2046,Energy_Demand_Relative_to_GDP
0.80885,0.58523,0.5629,2047,Energy_Demand_Relative_to_GDP
0.79795,0.57094,0.54837,2048,Energy_Demand_Relative_to_GDP
0.78724,0.55653,0.5333,2049,Energy_Demand_Relative_to_GDP
0.77653,0.54223,0.51901,2050,Energy_Demand_Relative_to_GDP
0.76655,0.52838,0.50468,2051,Energy_Demand_Relative_to_GDP
0.75658,0.51452,0.49088,2052,Energy_Demand_Relative_to_GDP
0.74679,0.50071,0.47714,2053,Energy_Demand_Relative_to_GDP
0.73717,0.48707,0.46386,2054,Energy_Demand_Relative_to_GDP
0.72772,0.47355,0.45047,2055,Energy_Demand_Relative_to_GDP
0.71847,0.46123,0.43855,2056,Energy_Demand_Relative_to_GDP
0.70945,0.44875,0.42622,2057,Energy_Demand_Relative_to_GDP
0.7007,0.43653,0.41445,2058,Energy_Demand_Relative_to_GDP
0.69218,0.42481,0.40272,2059,Energy_Demand_Relative_to_GDP
0.68393,0.41363,0.39173,2060,Energy_Demand_Relative_to_GDP
66252.0,66252.0,66252.0,2020,Fossil_Fuel_Production
66410.0,66410.0,66410.0,2021,Fossil_Fuel_Production
66676.0,66676.0,66676.0,2022,Fossil_Fuel_Production
66898.0,66898.0,66898.0,2023,Fossil_Fuel_Production
66977.0,66977.0,66977.0,2024,Fossil_Fuel_Production
67088.0,67088.0,67088.0,2025,Fossil_Fuel_Production
67335.0,67336.0,67336.0,2026,Fossil_Fuel_Production
67409.0,67033.0,67025.0,2027,Fossil_Fuel_Production
67297.0,66096.0,66071.0,2028,Fossil_Fuel_Production
67059.0,64679.0,64669.0,2029,Fossil_Fuel_Production
66754.0,62974.0,63024.0,2030,Fossil_Fuel_Production
66425.0,61193.0,61328.0,2031,Fossil_Fuel_Production
66128.0,59359.0,59616.0,2032,Fossil_Fuel_Production
65881.0,57289.0,57688.0,2033,Fossil_Fuel_Production
65723.0,55195.0,55736.0,2034,Fossil_Fuel_Production
65635.0,53137.0,53805.0,2035,Fossil_Fuel_Production
65622.0,51066.0,51829.0,2036,Fossil_Fuel_Production
65630.0,48948.0,49762.0,2037,Fossil_Fuel_Production
65460.0,46704.0,47531.0,2038,Fossil_Fuel_Production
65070.0,44146.0,44976.0,2039,Fossil_Fuel_Production
64568.0,41274.0,42076.0,2040,Fossil_Fuel_Production
63960.0,38210.0,38973.0,2041,Fossil_Fuel_Production
63304.0,35102.0,35815.0,2042,Fossil_Fuel_Production
62593.0,32138.0,32801.0,2043,Fossil_Fuel_Production
61892.0,29387.0,29974.0,2044,Fossil_Fuel_Production
61196.0,26972.0,27509.0,2045,Fossil_Fuel_Production
60542.0,24661.0,25161.0,2046,Fossil_Fuel_Production
59873.0,22535.0,23034.0,2047,Fossil_Fuel_Production
59164.0,20591.0,21031.0,2048,Fossil_Fuel_Production
58386.0,18883.0,19327.0,2049,Fossil_Fuel_Production
57898.0,17370.0,17766.0,2050,Fossil_Fuel_Production
57206.0,16030.0,16395.0,2051,Fossil_Fuel_Production
56265.0,14779.0,15108.0,2052,Fossil_Fuel_Production
55193.0,13626.0,13938.0,2053,Fossil_Fuel_Production
54028.0,12546.0,12817.0,2054,Fossil_Fuel_Production
52791.0,11527.0,11778.0,2055,Fossil_Fuel_Production
51501.0,10574.0,10783.0,2056,Fossil_Fuel_Production
50178.0,9686.0,9876.0,2057,Fossil_Fuel_Production
48844.0,8858.0,9015.0,2058,Fossil_Fuel_Production
47562.0,8094.0,8244.0,2059,Fossil_Fuel_Production
46248.0,7388.0,7512.0,2060,Fossil_Fuel_Production
51.37,51.37,51.37,2020,GDP_(MER)
54.24,54.24,54.24,2021,GDP_(MER)
55.74,55.74,55.74,2022,GDP_(MER)
56.59,56.59,56.59,2023,GDP_(MER)
57.61,57.61,57.61,2024,GDP_(MER)
58.69,58.69,58.69,2025,GDP_(MER)
59.79,59.79,59.79,2026,GDP_(MER)
60.89,60.89,60.99,2027,GDP_(MER)
62.01,62.02,62.26,2028,GDP_(MER)
63.14,63.17,63.6,2029,GDP_(MER)
64.28,64.36,65.01,2030,GDP_(MER)
65.43,65.55,66.47,2031,GDP_(MER)
66.58,66.76,67.98,2032,GDP_(MER)
67.74,67.96,69.52,2033,GDP_(MER)
68.89,69.15,71.1,2034,GDP_(MER)
70.03,70.34,72.71,2035,GDP_(MER)
71.15,71.5,74.29,2036,GDP_(MER)
72.25,72.65,75.86,2037,GDP_(MER)
73.35,73.76,77.42,2038,GDP_(MER)
74.45,74.89,78.99,2039,GDP_(MER)
75.56,76.0,80.53,2040,GDP_(MER)
76.67,77.14,82.11,2041,GDP_(MER)
77.79,78.27,83.69,2042,GDP_(MER)
78.91,79.43,85.3,2043,GDP_(MER)
80.03,80.57,86.9,2044,GDP_(MER)
81.14,81.71,88.51,2045,GDP_(MER)
82.23,82.83,90.08,2046,GDP_(MER)
83.3,83.94,91.67,2047,GDP_(MER)
84.36,85.02,93.18,2048,GDP_(MER)
85.41,86.1,94.76,2049,GDP_(MER)
86.48,87.18,96.25,2050,GDP_(MER)
87.46,88.17,97.74,2051,GDP_(MER)
88.45,89.15,99.13,2052,GDP_(MER)
89.44,90.11,100.6,2053,GDP_(MER)
90.45,91.07,101.9,2054,GDP_(MER)
91.46,92.01,103.4,2055,GDP_(MER)
92.48,92.98,104.7,2056,GDP_(MER)
93.5,93.92,106.1,2057,GDP_(MER)
94.51,94.88,107.5,2058,GDP_(MER)
95.51,95.81,108.9,2059,GDP_(MER)
96.46,96.77,110.2,2060,GDP_(MER)
46.8,46.8,46.8,2020,GDP_per_capita_(PPP)
49.09,49.09,49.09,2021,GDP_per_capita_(PPP)
50.28,50.28,50.28,2022,GDP_per_capita_(PPP)
50.75,50.75,50.75,2023,GDP_per_capita_(PPP)
51.51,51.51,51.51,2024,GDP_per_capita_(PPP)
52.35,52.35,52.35,2025,GDP_per_capita_(PPP)
53.17,53.17,53.17,2026,GDP_per_capita_(PPP)
54.01,54.01,54.1,2027,GDP_per_capita_(PPP)
54.86,54.87,55.07,2028,GDP_per_capita_(PPP)
55.73,55.76,56.12,2029,GDP_per_capita_(PPP)
56.61,56.67,57.22,2030,GDP_per_capita_(PPP)
57.49,57.59,58.36,2031,GDP_per_capita_(PPP)
58.39,58.53,59.55,2032,GDP_per_capita_(PPP)
59.28,59.47,60.76,2033,GDP_per_capita_(PPP)
60.17,60.4,62.01,2034,GDP_per_capita_(PPP)
61.06,61.33,63.29,2035,GDP_per_capita_(PPP)
61.94,62.24,64.55,2036,GDP_per_capita_(PPP)
62.82,63.15,65.82,2037,GDP_per_capita_(PPP)
63.7,64.05,67.09,2038,GDP_per_capita_(PPP)
64.6,64.97,68.38,2039,GDP_per_capita_(PPP)
65.51,65.89,69.66,2040,GDP_per_capita_(PPP)
66.44,66.84,70.98,2041,GDP_per_capita_(PPP)
67.39,67.8,72.31,2042,GDP_per_capita_(PPP)
68.34,68.78,73.69,2043,GDP_per_capita_(PPP)
69.31,69.77,75.07,2044,GDP_per_capita_(PPP)
70.28,70.77,76.47,2045,GDP_per_capita_(PPP)
71.25,71.76,77.85,2046,GDP_per_capita_(PPP)
72.21,72.76,79.26,2047,GDP_per_capita_(PPP)
73.18,73.75,80.63,2048,GDP_per_capita_(PPP)
74.15,74.74,82.07,2049,GDP_per_capita_(PPP)
