BaseCase,RA,RASDG,Year,indicator
65.48,65.57,75.75,2058,Access_to_Safely_Managed_Sanita
66.19,66.28,76.58,2059,Access_to_Safely_Managed_Sanita
66.91,66.99,77.45,2060,Access_to_Safely_Managed_Sanita
64.03,64.03,64.03,2020,Access_to_Safely_Managed_Water
65.08,65.08,65.08,2021,Access_to_Safely_Managed_Water
66.14,66.14,66.14,2022,Access_to_Safely_Managed_Water
67.02,67.02,67.02,2023,Access_to_Safely_Managed_Water
67.74,67.74,67.74,2024,Access_to_Safely_Managed_Water
68.47,68.47,68.89,2025,Access_to_Safely_Managed_Water
69.21,69.21,70.0,2026,Access_to_Safely_Managed_Water
69.88,69.85,70.85,2027,Access_to_Safely_Managed_Water
70.54,70.51,71.78,2028,Access_to_Safely_Managed_Water
71.24,71.19,72.72,2029,Access_to_Safely_Managed_Water
71.97,71.91,73.72,2030,Access_to_Safely_Managed_Water
72.69,72.64,74.74,2031,Access_to_Safely_Managed_Water
73.39,73.35,75.71,2032,Access_to_Safely_Managed_Water
74.04,74.03,76.62,2033,Access_to_Safely_Managed_Water
74.59,74.62,77.5,2034,Access_to_Safely_Managed_Water
75.13,75.19,78.36,2035,Access_to_Safely_Managed_Water
75.68,75.76,79.2,2036,Access_to_Safely_Managed_Water
76.23,76.32,80.02,2037,Access_to_Safely_Managed_Water
76.79,76.88,80.82,2038,Access_to_Safely_Managed_Water
77.34,77.44,81.56,2039,Access_to_Safely_Managed_Water
77.9,78.0,82.27,2040,Access_to_Safely_Managed_Water
78.46,78.57,82.96,2041,Access_to_Safely_Managed_Water
79.02,79.13,83.62,2042,Access_to_Safely_Managed_Water
79.58,79.69,84.26,2043,Access_to_Safely_Managed_Water
80.12,80.24,84.89,2044,Access_to_Safely_Managed_Water
80.65,80.78,85.5,2045,Access_to_Safely_Managed_Water
81.18,81.32,86.1,2046,Access_to_Safely_Managed_Water
81.7,81.85,86.68,2047,Access_to_Safely_Managed_Water
82.22,82.37,87.26,2048,Access_to_Safely_Managed_Water
82.73,82.89,87.81,2049,Access_to_Safely_Managed_Water
83.25,83.39,88.36,2050,Access_to_Safely_Managed_Water
83.75,83.89,88.86,2051,Access_to_Safely_Managed_Water
84.24,84.38,89.36,2052,Access_to_Safely_Managed_Water
84.73,84.87,89.85,2053,Access_to_Safely_Managed_Water
85.23,85.35,90.33,2054,Access_to_Safely_Managed_Water
85.72,85.83,90.8,2055,Access_to_Safely_Managed_Water
86.19,86.28,91.27,2056,Access_to_Safely_Managed_Water
86.65,86.73,91.73,2057,Access_to_Safely_Managed_Water
87.11,87.17,92.19,2058,Access_to_Safely_Managed_Water
87.55,87.62,92.61,2059,Access_to_Safely_Managed_Water
88.0,88.06,92.87,2060,Access_to_Safely_Managed_Water
1997.0,1997.0,1997.0,2020,Agricultural_Production
2068.0,2068.0,2068.0,2021,Agricultural_Production
2128.0,2128.0,2128.0,2022,Agricultural_Production
2177.0,2177.0,2177.0,2023,Agricultural_Production
2223.0,2223.0,2223.0,2024,Agricultural_Production
2269.0,2269.0,2290.0,2025,Agricultural_Production
2312.0,2312.0,2344.0,2026,Agricultural_Production
2352.0,2352.0,2391.0,2027,Agricultural_Production
2387.0,2387.0,2436.0,2028,Agricultural_Production
2424.0,2424.0,2481.0,2029,Agricultural_Production
2461.0,2460.0,2523.0,2030,Agricultural_Production
2496.0,2495.0,2563.0,2031,Agricultural_Production
2529.0,2528.0,2599.0,2032,Agricultural_Production
2561.0,2560.0,2632.0,2033,Agricultural_Production
2591.0,2590.0,2662.0,2034,Agricultural_Production
2620.0,2618.0,2690.0,2035,Agricultural_Production
2648.0,2646.0,2715.0,2036,Agricultural_Production
2673.0,2672.0,2739.0,2037,Agricultural_Production
2699.0,2698.0,2763.0,2038,Agricultural_Production
2725.0,2724.0,2791.0,2039,Agricultural_Production
2752.0,2752.0,2815.0,2040,Agricultural_Production
2780.0,2780.0,2839.0,2041,Agricultural_Production
2809.0,2809.0,2866.0,2042,Agricultural_Production
2838.0,2838.0,2894.0,2043,Agricultural_Production
2865.0,2866.0,2924.0,2044,Agricultural_Production
2892.0,2894.0,2955.0,2045,Agricultural_Production
2917.0,2920.0,2988.0,2046,Agricultural_Production
2942.0,2945.0,3021.0,2047,Agricultural_Production
2965.0,2969.0,3057.0,2048,Agricultural_Production
2988.0,2993.0,3091.0,2049,Agricultural_Production
3010.0,3016.0,3128.0,2050,Agricultural_Production
3030.0,3039.0,3166.0,2051,Agricultural_Production
3050.0,3060.0,3206.0,2052,Agricultural_Production
3072.0,3082.0,3246.0,2053,Agricultural_Production
3094.0,3105.0,3286.0,2054,Agricultural_Production
3116.0,3127.0,3323.0,2055,Agricultural_Production
3138.0,3149.0,3372.0,2056,Agricultural_Production
3160.0,3171.0,3415.0,2057,Agricultural_Production
3181.0,3191.0,3451.0,2058,Agricultural_Production
3202.0,3211.0,3473.0,2059,Agricultural_Production
3223.0,3231.0,3495.0,2060,Agricultural_Production
6.478,6.478,6.478,2020,Average_Education_Years
6.565,6.565,6.565,2021,Average_Education_Years
6.656,6.656,6.656,2022,Average_Education_Years
6.746,6.746,6.746,2023,Average_Education_Years
6.836,6.836,6.836,2024,Average_Education_Years
6.925,6.925,6.925,2025,Average_Education_Years
7.012,7.012,7.015,2026,Average_Education_Years
7.1,7.1,7.105,2027,Average_Education_Years
7.187,7.187,7.197,2028,Average_Education_Years
7.274,7.273,7.289,2029,Average_Education_Years
7.359,7.358,7.381,2030,Average_Education_Years
7.443,7.442,7.473,2031,Average_Education_Years
7.525,7.524,7.565,2032,Average_Education_Years
7.607,7.605,7.656,2033,Average_Education_Years
7.687,7.685,7.748,2034,Average_Education_Years
7.766,7.764,7.841,2035,Average_Education_Years
7.844,7.842,7.933,2036,Average_Education_Years
7.921,7.919,8.026,2037,Average_Education_Years
7.997,7.995,8.119,2038,Average_Education_Years
8.071,8.07,8.212,2039,Average_Education_Years
8.146,8.144,8.304,2040,Average_Education_Years
8.219,8.218,8.397,2041,Average_Education_Years
8.291,8.29,8.489,2042,Average_Education_Years
8.363,8.362,8.581,2043,Average_Education_Years
8.433,8.433,8.673,2044,Average_Education_Years
8.503,8.503,8.764,2045,Average_Education_Years
8.572,8.572,8.854,2046,Average_Education_Years
8.639,8.64,8.944,2047,Average_Education_Years
8.707,8.708,9.034,2048,Average_Education_Years
8.773,8.775,9.124,2049,Average_Education_Years
8.84,8.842,9.213,2050,Average_Education_Years
8.905,8.908,9.302,2051,Average_Education_Years
8.971,8.974,9.39,2052,Average_Education_Years
9.035,9.039,9.477,2053,Average_Education_Years
9.099,9.103,9.562,2054,Average_Education_Years
9.163,9.167,9.647,2055,Average_Education_Years
9.225,9.229,9.731,2056,Average_Education_Years
9.287,9.292,9.815,2057,Average_Education_Years
9.349,9.353,9.899,2058,Average_Education_Years
9.41,9.415,9.983,2059,Average_Education_Years
9.472,9.477,10.07,2060,Average_Education_Years
1.054,1.054,1.054,2020,Carbon_Emissions_from_Fossil
1.102,1.102,1.102,2021,Carbon_Emissions_from_Fossil
1.146,1.146,1.146,2022,Carbon_Emissions_from_Fossil
1.195,1.195,1.195,2023,Carbon_Emissions_from_Fossil
1.245,1.245,1.245,2024,Carbon_Emissions_from_Fossil
1.294,1.294,1.294,2025,Carbon_Emissions_from_Fossil
1.346,1.361,1.361,2026,Carbon_Emissions_from_Fossil
1.395,1.422,1.421,2027,Carbon_Emissions_from_Fossil
1.433,1.461,1.461,2028,Carbon_Emissions_from_Fossil
1.47,1.488,1.488,2029,Carbon_Emissions_from_Fossil
1.505,1.502,1.504,2030,Carbon_Emissions_from_Fossil
1.54,1.507,1.512,2031,Carbon_Emissions_from_Fossil
1.574,1.51,1.518,2032,Carbon_Emissions_from_Fossil
1.61,1.511,1.523,2033,Carbon_Emissions_from_Fossil
1.647,1.513,1.53,2034,Carbon_Emissions_from_Fossil
1.687,1.51,1.531,2035,Carbon_Emissions_from_Fossil
1.732,1.503,1.528,2036,Carbon_Emissions_from_Fossil
1.779,1.491,1.517,2037,Carbon_Emissions_from_Fossil
1.819,1.472,1.498,2038,Carbon_Emissions_from_Fossil
1.85,1.44,1.467,2039,Carbon_Emissions_from_Fossil
1.876,1.395,1.421,2040,Carbon_Emissions_from_Fossil
1.898,1.333,1.358,2041,Carbon_Emissions_from_Fossil
1.917,1.268,1.293,2042,Carbon_Emissions_from_Fossil
1.934,1.2,1.223,2043,Carbon_Emissions_from_Fossil
1.948,1.131,1.153,2044,Carbon_Emissions_from_Fossil
1.962,1.064,1.085,2045,Carbon_Emissions_from_Fossil
1.975,0.998,1.017,2046,Carbon_Emissions_from_Fossil
1.986,0.935,0.953,2047,Carbon_Emissions_from_Fossil
1.96,0.873,0.888,2048,Carbon_Emissions_from_Fossil
1.952,0.816,0.83,2049,Carbon_Emissions_from_Fossil
1.923,0.761,0.772,2050,Carbon_Emissions_from_Fossil
1.896,0.71,0.72,2051,Carbon_Emissions_from_Fossil
1.871,0.66,0.668,2052,Carbon_Emissions_from_Fossil
1.849,0.612,0.619,2053,Carbon_Emissions_from_Fossil
1.823,0.566,0.57,2054,Carbon_Emissions_from_Fossil
1.794,0.521,0.525,2055,Carbon_Emissions_from_Fossil
1.763,0.478,0.481,2056,Carbon_Emissions_from_Fossil
1.729,0.44,0.452,2057,Carbon_Emissions_from_Fossil
1.695,0.413,0.417,2058,Carbon_Emissions_from_Fossil
1.66,0.38,0.392,2059,Carbon_Emissions_from_Fossil
1.622,0.357,0.361,2060,Carbon_Emissions_from_Fossil
96.55,96.55,96.55,2020,Electricity_Access
97.61,97.61,97.61,2021,Electricity_Access
98.8,98.8,98.8,2022,Electricity_Access
99.4,99.4,99.4,2023,Electricity_Access
99.53,99.53,99.53,2024,Electricity_Access
99.53,99.67,99.77,2025,Electricity_Access
99.61,99.9,99.95,2026,Electricity_Access
99.67,99.97,99.99,2027,Electricity_Access
99.69,100.0,100.0,2028,Electricity_Access
99.73,100.0,100.0,2029,Electricity_Access
99.77,100.0,100.0,2030,Electricity_Access
99.8,100.0,100.0,2031,Electricity_Access
99.84,100.0,100.0,2032,Electricity_Access
99.89,100.0,100.0,2033,Electricity_Access
99.93,100.0,100.0,2034,Electricity_Access
99.95,100.0,100.0,2035,Electricity_Access
99.94,100.0,100.0,2036,Electricity_Access
99.94,100.0,100.0,2037,Electricity_Access
99.94,100.0,100.0,2038,Electricity_Access
99.94,100.0,100.0,2039,Electricity_Access
99.94,100.0,100.0,2040,Electricity_Access
99.94,100.0,100.0,2041,Electricity_Access
99.95,100.0,100.0,2042,Electricity_Access
99.94,100.0,100.0,2043,Electricity_Access
99.94,100.0,100.0,2044,Electricity_Access
99.94,100.0,100.0,2045,Electricity_Access
99.94,100.0,100.0,2046,Electricity_Access
99.94,100.0,100.0,2047,Electricity_Access
99.94,100.0,100.0,2048,Electricity_Access
99.94,100.0,100.0,2049,Electricity_Access
99.95,100.0,100.0,2050,Electricity_Access
99.96,100.0,100.0,2051,Electricity_Access
99.97,100.0,100.0,2052,Electricity_Access
99.98,100.0,100.0,2053,Electricity_Access
100.0,100.0,100.0,2054,Electricity_Access
100.0,100.0,100.0,2055,Electricity_Access
100.0,100.0,100.0,2056,Electricity_Access
100.0,100.0,100.0,2057,Electricity_Access
100.0,100.0,100.0,2058,Electricity_Access
100.0,100.0,100.0,2059,Electricity_Access
100.0,100.0,100.0,2060,Electricity_Access
865.6,865.6,865.6,2020,Electricity_Use
928.1,928.1,928.1,2021,Electricity_Use
979.9,979.9,979.9,2022,Electricity_Use
1029.0,1029.0,1029.0,2023,Electricity_Use
1080.0,1080.0,1080.0,2024,Electricity_Use
1128.0,1128.0,1128.0,2025,Electricity_Use
1175.0,1177.0,1177.0,2026,Electricity_Use
1222.0,1226.0,1225.0,2027,Electricity_Use
1265.0,1272.0,1274.0,2028,Electricity_Use
1311.0,1321.0,1327.0,2029,Electricity_Use
1357.0,1372.0,1382.0,2030,Electricity_Use
1406.0,1423.0,1438.0,2031,Electricity_Use
1456.0,1476.0,1496.0,2032,Electricity_Use
1507.0,1531.0,1555.0,2033,Electricity_Use
1560.0,1586.0,1616.0,2034,Electricity_Use
1614.0,1642.0,1679.0,2035,Electricity_Use
1669.0,1698.0,1742.0,2036,Electricity_Use
1723.0,1754.0,1806.0,2037,Electricity_Use
1778.0,1803.0,1864.0,2038,Electricity_Use
1833.0,1851.0,1922.0,2039,Electricity_Use
1891.0,1898.0,1978.0,2040,Electricity_Use
1949.0,1945.0,2036.0,2041,Electricity_Use
2010.0,1992.0,2093.0,2042,Electricity_Use
2072.0,2036.0,2149.0,2043,Electricity_Use
2135.0,2079.0,2203.0,2044,Electricity_Use
2198.0,2120.0,2255.0,2045,Electricity_Use
2262.0,2157.0,2305.0,2046,Electricity_Use
2326.0,2193.0,2352.0,2047,Electricity_Use
2390.0,2246.0,2419.0,2048,Electricity_Use
2455.0,2297.0,2484.0,2049,Electricity_Use
2519.0,2347.0,2548.0,2050,Electricity_Use
2585.0,2395.0,2611.0,2051,Electricity_Use
2650.0,2441.0,2673.0,2052,Electricity_Use
2716.0,2486.0,2735.0,2053,Electricity_Use
2782.0,2529.0,2795.0,2054,Electricity_Use
2850.0,2570.0,2855.0,2055,Electricity_Use
2919.0,2611.0,2914.0,2056,Electricity_Use
2990.0,2644.0,2965.0,2057,Electricity_Use
3061.0,2676.0,3015.0,2058,Electricity_Use
3134.0,2706.0,3068.0,2059,Electricity_Use
3192.0,2726.0,3105.0,2060,Electricity_Use
7065.0,7065.0,7065.0,2020,Energy_Demand_per_capita
7336.0,7336.0,7336.0,2021,Energy_Demand_per_capita
7579.0,7579.0,7579.0,2022,Energy_Demand_per_capita
7807.0,7807.0,7807.0,2023,Energy_Demand_per_capita
8043.0,8043.0,8043.0,2024,Energy_Demand_per_capita
8261.0,8261.0,8261.0,2025,Energy_Demand_per_capita
8480.0,8486.0,8483.0,2026,Energy_Demand_per_capita
8697.0,8709.0,8703.0,2027,Energy_Demand_per_capita
8894.0,8915.0,8930.0,2028,Energy_Demand_per_capita
9107.0,9142.0,9177.0,2029,Energy_Demand_per_capita
9327.0,9383.0,9444.0,2030,Energy_Demand_per_capita
9556.0,9623.0,9711.0,2031,Energy_Demand_per_capita
9793.0,9871.0,9986.0,2032,Energy_Demand_per_capita
10037.0,10127.0,10269.0,2033,Energy_Demand_per_capita
10286.0,10386.0,10559.0,2034,Energy_Demand_per_capita
10540.0,10646.0,10852.0,2035,Energy_Demand_per_capita
10796.0,10901.0,11145.0,2036,Energy_Demand_per_capita
11045.0,11154.0,11439.0,2037,Energy_Demand_per_capita
11292.0,11346.0,11677.0,2038,Energy_Demand_per_capita
11544.0,11528.0,11908.0,2039,Energy_Demand_per_capita
11800.0,11701.0,12130.0,2040,Energy_Demand_per_capita
12062.0,11877.0,12355.0,2041,Energy_Demand_per_capita
12330.0,12044.0,12572.0,2042,Energy_Demand_per_capita
12603.0,12199.0,12780.0,2043,Energy_Demand_per_capita
12878.0,12341.0,12976.0,2044,Energy_Demand_per_capita
13152.0,12468.0,13157.0,2045,Energy_Demand_per_capita
13426.0,12579.0,13321.0,2046,Energy_Demand_per_capita
13696.0,12672.0,13468.0,2047,Energy_Demand_per_capita
13963.0,12881.0,13737.0,2048,Energy_Demand_per_capita
14231.0,13079.0,13997.0,2049,Energy_Demand_per_capita
14492.0,13267.0,14247.0,2050,Energy_Demand_per_capita
14759.0,13443.0,14490.0,2051,Energy_Demand_per_capita
15020.0,13606.0,14723.0,2052,Energy_Demand_per_capita
15282.0,13760.0,14949.0,2053,Energy_Demand_per_capita
15546.0,13903.0,15168.0,2054,Energy_Demand_per_capita
15814.0,14038.0,15381.0,2055,Energy_Demand_per_capita
16085.0,14166.0,15586.0,2056,Energy_Demand_per_capita
16360.0,14248.0,15746.0,2057,Energy_Demand_per_capita
16638.0,14326.0,15897.0,2058,Energy_Demand_per_capita
16918.0,14393.0,16060.0,2059,Energy_Demand_per_capita
17198.0,14474.0,16213.0,2060,Energy_Demand_per_capita
3.27408,3.27408,3.27408,2020,Energy_Demand_Relative_to_GDP
3.19233,3.19235,3.19235,2021,Energy_Demand_Relative_to_GDP
3.14275,3.14279,3.14279,2022,Energy_Demand_Relative_to_GDP
3.07884,3.07894,3.07894,2023,Energy_Demand_Relative_to_GDP
3.03272,3.03288,3.03288,2024,Energy_Demand_Relative_to_GDP
2.97554,2.97577,2.97577,2025,Energy_Demand_Relative_to_GDP
2.91763,2.91963,2.91857,2026,Energy_Demand_Relative_to_GDP
2.87387,2.87809,2.86573,2027,Energy_Demand_Relative_to_GDP
2.81776,2.825,2.80862,2028,Energy_Demand_Relative_to_GDP
2.76743,2.77825,2.75513,2029,Energy_Demand_Relative_to_GDP
2.71672,2.73182,2.70196,2030,Energy_Demand_Relative_to_GDP
2.66691,2.68284,2.64712,2031,Energy_Demand_Relative_to_GDP
2.61806,2.63388,2.59277,2032,Energy_Demand_Relative_to_GDP
2.57034,2.58577,2.53821,2033,Energy_Demand_Relative_to_GDP
2.52395,2.53872,2.48394,2034,Energy_Demand_Relative_to_GDP
2.47866,2.49198,2.42936,2035,Energy_Demand_Relative_to_GDP
2.43418,2.44462,2.3739,2036,Energy_Demand_Relative_to_GDP
2.3885,2.39749,2.31836,2037,Energy_Demand_Relative_to_GDP
2.34253,2.33827,2.25117,2038,Energy_Demand_Relative_to_GDP
2.29758,2.27898,2.18551,2039,Energy_Demand_Relative_to_GDP
2.25352,2.21929,2.11981,2040,Energy_Demand_Relative_to_GDP
2.21027,2.16138,2.05628,2041,Energy_Demand_Relative_to_GDP
2.16817,2.1038,1.99296,2042,Energy_Demand_Relative_to_GDP
2.12775,2.04623,1.93016,2043,Energy_Demand_Relative_to_GDP
2.08908,1.98856,1.86781,2044,Energy_Demand_Relative_to_GDP
2.05109,1.93079,1.80598,2045,Energy_Demand_Relative_to_GDP
2.01451,1.87294,1.74425,2046,Energy_Demand_Relative_to_GDP
1.97833,1.81519,1.68328,2047,Energy_Demand_Relative_to_GDP
1.94203,1.77597,1.63976,2048,Energy_Demand_Relative_to_GDP
1.90837,1.73659,1.59603,2049,Energy_Demand_Relative_to_GDP
1.87237,1.69762,1.55285,2050,Energy_Demand_Relative_to_GDP
1.83984,1.65907,1.51021,2051,Energy_Demand_Relative_to_GDP
1.80706,1.62014,1.46791,2052,Energy_Demand_Relative_to_GDP
1.77469,1.5814,1.42632,2053,Energy_Demand_Relative_to_GDP
1.74258,1.54257,1.38535,2054,Energy_Demand_Relative_to_GDP
1.71097,1.50403,1.34509,2055,Energy_Demand_Relative_to_GDP
1.67977,1.46576,1.30532,2056,Energy_Demand_Relative_to_GDP
1.64911,1.42372,1.26334,2057,Energy_Demand_Relative_to_GDP
1.61908,1.3836,1.22084,2058,Energy_Demand_Relative_to_GDP
1.58968,1.34135,1.18167,2059,Energy_Demand_Relative_to_GDP
1.56073,1.30362,1.14212,2060,Energy_Demand_Relative_to_GDP
11155.0,11155.0,11155.0,2020,Fossil_Fuel_Production
11267.0,11267.0,11267.0,2021,Fossil_Fuel_Production
11651.0,11651.0,11651.0,2022,Fossil_Fuel_Production
12201.0,12201.0,12201.0,2023,Fossil_Fuel_Production
12624.0,12625.0,12625.0,2024,Fossil_Fuel_Production
12976.0,12976.0,12976.0,2025,Fossil_Fuel_Production
13322.0,13323.0,13323.0,2026,Fossil_Fuel_Production
13623.0,13566.0,13560.0,2027,Fossil_Fuel_Production
13883.0,13654.0,13638.0,2028,Fossil_Fuel_Production
14079.0,13547.0,13538.0,2029,Fossil_Fuel_Production
14234.0,13309.0,13319.0,2030,Fossil_Fuel_Production
14384.0,12983.0,13024.0,2031,Fossil_Fuel_Production
14543.0,12640.0,12718.0,2032,Fossil_Fuel_Production
14726.0,12309.0,12428.0,2033,Fossil_Fuel_Production
14945.0,12000.0,12158.0,2034,Fossil_Fuel_Production
15203.0,11718.0,11913.0,2035,Fossil_Fuel_Production
15491.0,11458.0,11685.0,2036,Fossil_Fuel_Production
15781.0,11193.0,11448.0,2037,Fossil_Fuel_Production
16039.0,10903.0,11172.0,2038,Fossil_Fuel_Production
16207.0,10545.0,10815.0,2039,Fossil_Fuel_Production
16314.0,10116.0,10380.0,2040,Fossil_Fuel_Production
16401.0,9631.0,9885.0,2041,Fossil_Fuel_Production
16439.0,9126.0,9370.0,2042,Fossil_Fuel_Production
16503.0,8626.0,8858.0,2043,Fossil_Fuel_Production
16535.0,8140.0,8365.0,2044,Fossil_Fuel_Production
16615.0,7674.0,7893.0,2045,Fossil_Fuel_Production
16672.0,7233.0,7445.0,2046,Fossil_Fuel_Production
16744.0,6820.0,7023.0,2047,Fossil_Fuel_Production
16506.0,6430.0,6624.0,2048,Fossil_Fuel_Production
16110.0,6091.0,6282.0,2049,Fossil_Fuel_Production
15833.0,5792.0,5979.0,2050,Fossil_Fuel_Production
15605.0,5517.0,5704.0,2051,Fossil_Fuel_Production
15433.0,5257.0,5438.0,2052,Fossil_Fuel_Production
15278.0,5002.0,5179.0,2053,Fossil_Fuel_Production
15117.0,4754.0,4928.0,2054,Fossil_Fuel_Production
14943.0,4503.0,4658.0,2055,Fossil_Fuel_Production
14763.0,4240.0,4380.0,2056,Fossil_Fuel_Production
14584.0,3978.0,4111.0,2057,Fossil_Fuel_Production
14410.0,3720.0,3858.0,2058,Fossil_Fuel_Production
14240.0,3486.0,3613.0,2059,Fossil_Fuel_Production
14077.0,3258.0,3385.0,2060,Fossil_Fuel_Production
4.412,4.412,4.412,2020,GDP_(MER)
4.751,4.751,4.751,2021,GDP_(MER)
5.039,5.039,5.039,2022,GDP_(MER)
5.355,5.355,5.355,2023,GDP_(MER)
5.659,5.659,5.659,2024,GDP_(MER)
5.985,5.985,5.985,2025,GDP_(MER)
6.328,6.328,6.328,2026,GDP_(MER)
6.651,6.651,6.674,2027,GDP_(MER)
7.002,7.0,7.051,2028,GDP_(MER)
7.365,7.364,7.451,2029,GDP_(MER)
7.748,7.751,7.881,2030,GDP_(MER)
8.152,8.161,8.338,2031,GDP_(MER)
8.577,8.593,8.821,2032,GDP_(MER)
9.021,9.047,9.335,2033,GDP_(MER)
9.484,9.521,9.88,2034,GDP_(MER)
9.966,10.01,10.46,2035,GDP_(MER)
10.47,10.52,11.06,2036,GDP_(MER)
10.99,11.05,11.71,2037,GDP_(MER)
11.53,11.6,12.39,2038,GDP_(MER)
12.09,12.17,13.09,2039,GDP_(MER)
12.68,12.77,13.83,2040,GDP_(MER)
13.29,13.38,14.6,2041,GDP_(MER)
13.93,14.02,15.42,2042,GDP_(MER)
14.58,14.68,16.27,2043,GDP_(MER)
15.26,15.36,17.15,2044,GDP_(MER)
15.95,16.06,18.07,2045,GDP_(MER)
16.65,16.78,19.03,2046,GDP_(MER)
17.38,17.52,20.02,2047,GDP_(MER)
18.12,18.28,21.04,2048,GDP_(MER)
18.87,19.06,22.11,2049,GDP_(MER)
19.66,19.85,23.21,2050,GDP_(MER)
20.45,20.65,24.35,2051,GDP_(MER)
21.25,21.47,25.52,2052,GDP_(MER)
22.08,22.31,26.74,2053,GDP_(MER)
22.94,23.18,28.0,2054,GDP_(MER)
23.83,24.06,29.31,2055,GDP_(MER)
24.74,24.97,30.66,2056,GDP_(MER)
25.68,25.91,32.06,2057,GDP_(MER)
26.65,26.85,33.54,2058,GDP_(MER)
27.64,27.87,35.05,2059,GDP_(MER)
28.66,28.87,36.64,2060,GDP_(MER)
6.431,6.431,6.431,2020,GDP_per_capita_(PPP)
6.751,6.751,6.751,2021,GDP_per_capita_(PPP)
6.911,6.911,6.911,2022,GDP_per_capita_(PPP)
7.123,7.123,7.123,2023,GDP_per_capita_(PPP)
7.321,7.321,7.321,2024,GDP_per_capita_(PPP)
7.534,7.534,7.529,2025,GDP_per_capita_(PPP)
7.752,7.752,7.744,2026,GDP_per_capita_(PPP)
7.931,7.93,7.95,2027,GDP_per_capita_(PPP)
8.14,8.138,8.18,2028,GDP_per_capita_(PPP)
8.35,8.35,8.42,2029,GDP_per_capita_(PPP)
8.57,8.572,8.675,2030,GDP_per_capita_(PPP)
8.797,8.803,8.94,2031,GDP_per_capita_(PPP)
9.032,9.044,9.214,2032,GDP_per_capita_(PPP)
9.272,9.291,9.499,2033,GDP_per_capita_(PPP)
9.518,9.542,9.795,2034,GDP_per_capita_(PPP)
9.767,9.798,10.1,2035,GDP_per_capita_(PPP)
10.02,10.06,10.42,2036,GDP_per_capita_(PPP)
10.28,10.32,10.74,2037,GDP_per_capita_(PPP)
10.54,10.59,11.08,2038,GDP_per_capita_(PPP)
10.81,10.86,11.42,2039,GDP_per_capita_(PPP)
11.08,11.14,11.78,2040,GDP_per_capita_(PPP)
11.37,11.42,12.14,2041,GDP_per_capita_(PPP)
11.65,11.71,12.51,2042,GDP_per_capita_(PPP)
11.94,12.0,12.89,2043,GDP_per_capita_(PPP)
12.24,12.29,13.28,2044,GDP_per_capita_(PPP)
12.53,12.59,13.67,2045,GDP_per_capita_(PPP)
12.83,12.89,14.08,2046,GDP_per_capita_(PPP)
13.12,13.2,14.49,2047,GDP_per_capita_(PPP)
13.43,13.51,14.91,2048,GDP_per_capita_(PPP)
13.72,13.82,15.33,2049,GDP_per_capita_(PPP)
14.03,14.13,15.77,2050,GDP_per_capita_(PPP)
