BaseCase,RA,RASDG,Year,indicator
52.99,52.99,52.99,2020,Access_to_Safely_Managed_Sanita
53.66,53.66,53.66,2021,Access_to_Safely_Managed_Sanita
54.0,54.0,54.0,2022,Access_to_Safely_Managed_Sanita
53.84,53.84,53.84,2023,Access_to_Safely_Managed_Sanita
53.99,53.99,53.99,2024,Access_to_Safely_Managed_Sanita
54.38,54.38,55.15,2025,Access_to_Safely_Managed_Sanita
54.85,54.84,55.7,2026,Access_to_Safely_Managed_Sanita
55.31,55.29,56.32,2027,Access_to_Safely_Managed_Sanita
55.67,55.65,56.94,2028,Access_to_Safely_Managed_Sanita
56.05,56.03,57.63,2029,Access_to_Safely_Managed_Sanita
56.43,56.4,58.37,2030,Access_to_Safely_Managed_Sanita
56.86,56.82,59.15,2031,Access_to_Safely_Managed_Sanita
57.36,57.36,59.97,2032,Access_to_Safely_Managed_Sanita
57.8,57.81,60.81,2033,Access_to_Safely_Managed_Sanita
58.21,58.23,61.65,2034,Access_to_Safely_Managed_Sanita
58.6,58.65,62.49,2035,Access_to_Safely_Managed_Sanita
58.98,59.03,63.32,2036,Access_to_Safely_Managed_Sanita
59.36,59.41,64.11,2037,Access_to_Safely_Managed_Sanita
59.75,59.8,64.88,2038,Access_to_Safely_Managed_Sanita
60.16,60.19,65.6,2039,Access_to_Safely_Managed_Sanita
60.59,60.6,66.3,2040,Access_to_Safely_Managed_Sanita
61.04,61.03,67.04,2041,Access_to_Safely_Managed_Sanita
61.5,61.5,67.86,2042,Access_to_Safely_Managed_Sanita
61.95,61.97,68.68,2043,Access_to_Safely_Managed_Sanita
62.41,62.45,69.53,2044,Access_to_Safely_Managed_Sanita
62.87,62.94,70.19,2045,Access_to_Safely_Managed_Sanita
63.33,63.44,70.85,2046,Access_to_Safely_Managed_Sanita
63.79,63.94,71.52,2047,Access_to_Safely_Managed_Sanita
64.24,64.44,72.17,2048,Access_to_Safely_Managed_Sanita
64.68,64.91,72.83,2049,Access_to_Safely_Managed_Sanita
65.12,65.39,73.49,2050,Access_to_Safely_Managed_Sanita
65.57,65.85,74.12,2051,Access_to_Safely_Managed_Sanita
66.03,66.33,74.73,2052,Access_to_Safely_Managed_Sanita
66.51,66.81,75.32,2053,Access_to_Safely_Managed_Sanita
66.99,67.31,75.89,2054,Access_to_Safely_Managed_Sanita
67.49,67.81,76.46,2055,Access_to_Safely_Managed_Sanita
67.99,68.32,77.02,2056,Access_to_Safely_Managed_Sanita
68.5,68.84,77.58,2057,Access_to_Safely_Managed_Sanita
69.01,69.37,78.15,2058,Access_to_Safely_Managed_Sanita
69.51,69.91,78.72,2059,Access_to_Safely_Managed_Sanita
70.03,70.46,79.29,2060,Access_to_Safely_Managed_Sanita
72.11,72.11,72.11,2020,Access_to_Safely_Managed_Water
72.37,72.37,72.37,2021,Access_to_Safely_Managed_Water
72.4,72.4,72.4,2022,Access_to_Safely_Managed_Water
72.13,72.13,72.13,2023,Access_to_Safely_Managed_Water
71.95,71.95,71.95,2024,Access_to_Safely_Managed_Water
71.96,71.96,72.46,2025,Access_to_Safely_Managed_Water
72.17,72.16,72.69,2026,Access_to_Safely_Managed_Water
72.5,72.48,73.15,2027,Access_to_Safely_Managed_Water
72.79,72.77,73.52,2028,Access_to_Safely_Managed_Water
73.12,73.1,73.97,2029,Access_to_Safely_Managed_Water
73.4,73.37,74.39,2030,Access_to_Safely_Managed_Water
73.71,73.66,74.83,2031,Access_to_Safely_Managed_Water
74.1,74.08,75.35,2032,Access_to_Safely_Managed_Water
74.43,74.43,75.89,2033,Access_to_Safely_Managed_Water
74.75,74.77,76.46,2034,Access_to_Safely_Managed_Water
75.06,75.11,77.03,2035,Access_to_Safely_Managed_Water
75.36,75.42,77.62,2036,Access_to_Safely_Managed_Water
75.65,75.73,78.16,2037,Access_to_Safely_Managed_Water
75.95,76.05,78.69,2038,Access_to_Safely_Managed_Water
76.26,76.34,79.19,2039,Access_to_Safely_Managed_Water
76.59,76.64,79.68,2040,Access_to_Safely_Managed_Water
76.94,76.97,80.22,2041,Access_to_Safely_Managed_Water
77.29,77.32,80.84,2042,Access_to_Safely_Managed_Water
77.64,77.69,81.42,2043,Access_to_Safely_Managed_Water
78.0,78.07,82.02,2044,Access_to_Safely_Managed_Water
78.38,78.46,82.51,2045,Access_to_Safely_Managed_Water
78.75,78.86,83.01,2046,Access_to_Safely_Managed_Water
79.12,79.26,83.49,2047,Access_to_Safely_Managed_Water
79.48,79.65,83.97,2048,Access_to_Safely_Managed_Water
79.84,80.05,84.46,2049,Access_to_Safely_Managed_Water
80.22,80.45,84.93,2050,Access_to_Safely_Managed_Water
80.6,80.85,85.39,2051,Access_to_Safely_Managed_Water
80.99,81.26,85.84,2052,Access_to_Safely_Managed_Water
81.4,81.67,86.28,2053,Access_to_Safely_Managed_Water
81.83,82.11,86.72,2054,Access_to_Safely_Managed_Water
82.27,82.56,87.15,2055,Access_to_Safely_Managed_Water
82.72,83.01,87.58,2056,Access_to_Safely_Managed_Water
83.17,83.47,88.0,2057,Access_to_Safely_Managed_Water
83.62,83.93,88.43,2058,Access_to_Safely_Managed_Water
84.07,84.4,88.84,2059,Access_to_Safely_Managed_Water
84.52,84.88,89.25,2060,Access_to_Safely_Managed_Water
477.6,477.6,477.6,2020,Agricultural_Production
486.0,486.0,486.0,2021,Agricultural_Production
495.3,495.3,495.3,2022,Agricultural_Production
504.8,504.8,504.8,2023,Agricultural_Production
512.4,512.4,512.4,2024,Agricultural_Production
520.7,520.7,526.1,2025,Agricultural_Production
527.7,527.7,535.2,2026,Agricultural_Production
533.0,533.0,542.3,2027,Agricultural_Production
537.3,537.3,548.6,2028,Agricultural_Production
541.8,541.7,554.6,2029,Agricultural_Production
545.6,545.4,559.8,2030,Agricultural_Production
549.1,548.9,565.1,2031,Agricultural_Production
552.6,552.3,570.1,2032,Agricultural_Production
556.2,555.9,575.4,2033,Agricultural_Production
560.1,559.8,580.6,2034,Agricultural_Production
564.1,563.7,585.7,2035,Agricultural_Production
568.0,567.7,590.7,2036,Agricultural_Production
572.1,571.8,595.2,2037,Agricultural_Production
576.4,576.0,599.6,2038,Agricultural_Production
580.7,580.3,605.2,2039,Agricultural_Production
585.0,584.5,607.0,2040,Agricultural_Production
589.3,588.7,608.6,2041,Agricultural_Production
593.2,592.6,611.0,2042,Agricultural_Production
597.2,596.5,613.7,2043,Agricultural_Production
601.3,600.4,616.7,2044,Agricultural_Production
605.4,604.4,620.1,2045,Agricultural_Production
609.6,608.2,623.8,2046,Agricultural_Production
613.9,612.2,626.7,2047,Agricultural_Production
618.4,616.5,628.9,2048,Agricultural_Production
623.0,620.9,631.4,2049,Agricultural_Production
627.8,625.3,634.0,2050,Agricultural_Production
632.7,629.7,636.7,2051,Agricultural_Production
637.7,634.4,639.5,2052,Agricultural_Production
643.1,639.2,642.1,2053,Agricultural_Production
648.6,644.2,644.8,2054,Agricultural_Production
653.9,649.2,647.0,2055,Agricultural_Production
659.5,654.0,651.9,2056,Agricultural_Production
665.0,658.8,655.7,2057,Agricultural_Production
670.8,663.8,659.4,2058,Agricultural_Production
676.9,668.9,662.9,2059,Agricultural_Production
683.2,674.1,666.2,2060,Agricultural_Production
7.892,7.892,7.892,2020,Average_Education_Years
7.966,7.966,7.966,2021,Average_Education_Years
8.039,8.039,8.039,2022,Average_Education_Years
8.11,8.11,8.11,2023,Average_Education_Years
8.18,8.18,8.18,2024,Average_Education_Years
8.247,8.247,8.247,2025,Average_Education_Years
8.313,8.313,8.316,2026,Average_Education_Years
8.379,8.379,8.384,2027,Average_Education_Years
