BaseCase,RA,RASDG,Year,indicator
8.763,0.956,0.994,2058,Carbon_Emissions_from_Fossil
8.59,0.817,0.854,2059,Carbon_Emissions_from_Fossil
8.417,0.689,0.722,2060,Carbon_Emissions_from_Fossil
414.7,414.7,414.7,2020,CO2_in_atmosphere
417.9,417.9,417.9,2021,CO2_in_atmosphere
421.2,421.2,421.2,2022,CO2_in_atmosphere
424.5,424.5,424.5,2023,CO2_in_atmosphere
427.9,427.9,427.9,2024,CO2_in_atmosphere
431.4,431.4,431.4,2025,CO2_in_atmosphere
435.0,435.0,434.9,2026,CO2_in_atmosphere
438.5,438.5,438.2,2027,CO2_in_atmosphere
442.1,442.0,441.4,2028,CO2_in_atmosphere
445.8,445.4,444.4,2029,CO2_in_atmosphere
449.4,448.6,447.1,2030,CO2_in_atmosphere
453.1,451.7,449.6,2031,CO2_in_atmosphere
456.8,454.7,451.9,2032,CO2_in_atmosphere
460.4,457.4,453.9,2033,CO2_in_atmosphere
464.1,460.0,455.6,2034,CO2_in_atmosphere
467.9,462.5,457.1,2035,CO2_in_atmosphere
471.6,464.8,458.3,2036,CO2_in_atmosphere
475.4,466.9,459.3,2037,CO2_in_atmosphere
479.2,468.9,459.9,2038,CO2_in_atmosphere
483.0,470.7,460.4,2039,CO2_in_atmosphere
486.8,472.3,460.4,2040,CO2_in_atmosphere
490.5,473.6,460.2,2041,CO2_in_atmosphere
494.3,474.8,459.8,2042,CO2_in_atmosphere
498.0,475.8,459.3,2043,CO2_in_atmosphere
501.7,476.5,458.7,2044,CO2_in_atmosphere
505.4,477.1,458.0,2045,CO2_in_atmosphere
509.0,477.6,457.2,2046,CO2_in_atmosphere
512.6,477.8,456.4,2047,CO2_in_atmosphere
516.2,478.0,455.4,2048,CO2_in_atmosphere
519.7,478.0,454.5,2049,CO2_in_atmosphere
523.2,477.9,453.5,2050,CO2_in_atmosphere
526.6,477.7,452.5,2051,CO2_in_atmosphere
530.0,477.5,451.4,2052,CO2_in_atmosphere
533.3,477.1,450.4,2053,CO2_in_atmosphere
536.5,476.6,449.4,2054,CO2_in_atmosphere
539.7,476.1,448.3,2055,CO2_in_atmosphere
542.8,475.5,447.2,2056,CO2_in_atmosphere
545.8,474.8,446.2,2057,CO2_in_atmosphere
548.7,474.0,445.1,2058,CO2_in_atmosphere
551.5,473.2,444.1,2059,CO2_in_atmosphere
554.2,472.3,443.1,2060,CO2_in_atmosphere
90.53,90.53,90.53,2020,Electricity_Access
90.84,90.84,90.84,2021,Electricity_Access
91.18,91.18,91.18,2022,Electricity_Access
91.36,91.36,91.36,2023,Electricity_Access
91.4,91.4,91.4,2024,Electricity_Access
91.43,91.69,91.85,2025,Electricity_Access
91.46,91.96,92.25,2026,Electricity_Access
91.49,92.17,92.6,2027,Electricity_Access
91.52,92.38,92.97,2028,Electricity_Access
91.57,92.58,93.37,2029,Electricity_Access
91.61,92.8,93.79,2030,Electricity_Access
91.66,93.04,94.18,2031,Electricity_Access
91.72,93.28,94.59,2032,Electricity_Access
91.79,93.51,95.0,2033,Electricity_Access
91.87,93.76,95.41,2034,Electricity_Access
91.94,94.02,95.81,2035,Electricity_Access
92.02,94.27,96.22,2036,Electricity_Access
92.1,94.51,96.59,2037,Electricity_Access
92.2,94.76,96.89,2038,Electricity_Access
92.3,95.02,97.18,2039,Electricity_Access
92.41,95.29,97.41,2040,Electricity_Access
92.52,95.57,97.64,2041,Electricity_Access
92.65,95.86,97.88,2042,Electricity_Access
92.79,96.13,98.12,2043,Electricity_Access
92.94,96.35,98.35,2044,Electricity_Access
93.09,96.58,98.58,2045,Electricity_Access
93.25,96.82,98.79,2046,Electricity_Access
93.43,97.07,98.96,2047,Electricity_Access
93.6,97.3,99.09,2048,Electricity_Access
93.79,97.54,99.19,2049,Electricity_Access
93.98,97.72,99.27,2050,Electricity_Access
94.17,97.89,99.35,2051,Electricity_Access
94.37,98.06,99.43,2052,Electricity_Access
94.58,98.22,99.5,2053,Electricity_Access
94.79,98.38,99.57,2054,Electricity_Access
95.0,98.53,99.64,2055,Electricity_Access
95.21,98.67,99.67,2056,Electricity_Access
95.43,98.81,99.69,2057,Electricity_Access
95.64,98.92,99.72,2058,Electricity_Access
95.85,99.03,99.74,2059,Electricity_Access
96.06,99.13,99.77,2060,Electricity_Access
2975.0,2975.0,2975.0,2020,Electricity_Use
3064.0,3064.0,3064.0,2021,Electricity_Use
3157.0,3157.0,3157.0,2022,Electricity_Use
3233.0,3233.0,3233.0,2023,Electricity_Use
3296.0,3296.0,3296.0,2024,Electricity_Use
3350.0,3351.0,3351.0,2025,Electricity_Use
3399.0,3365.0,3364.0,2026,Electricity_Use
3442.0,3374.0,3373.0,2027,Electricity_Use
3491.0,3388.0,3392.0,2028,Electricity_Use
3540.0,3403.0,3415.0,2029,Electricity_Use
3590.0,3421.0,3441.0,2030,Electricity_Use
3641.0,3441.0,3470.0,2031,Electricity_Use
3693.0,3462.0,3502.0,2032,Electricity_Use
3746.0,3483.0,3535.0,2033,Electricity_Use
3799.0,3505.0,3569.0,2034,Electricity_Use
3851.0,3526.0,3604.0,2035,Electricity_Use
3903.0,3544.0,3638.0,2036,Electricity_Use
3954.0,3561.0,3670.0,2037,Electricity_Use
4004.0,3547.0,3671.0,2038,Electricity_Use
4055.0,3529.0,3669.0,2039,Electricity_Use
4109.0,3511.0,3667.0,2040,Electricity_Use
4165.0,3506.0,3677.0,2041,Electricity_Use
4223.0,3501.0,3687.0,2042,Electricity_Use
4284.0,3496.0,3698.0,2043,Electricity_Use
4347.0,3489.0,3706.0,2044,Electricity_Use
4410.0,3480.0,3713.0,2045,Electricity_Use
4474.0,3468.0,3716.0,2046,Electricity_Use
4538.0,3451.0,3713.0,2047,Electricity_Use
4602.0,3486.0,3768.0,2048,Electricity_Use
4665.0,3519.0,3820.0,2049,Electricity_Use
4728.0,3551.0,3873.0,2050,Electricity_Use
4791.0,3580.0,3922.0,2051,Electricity_Use
4855.0,3608.0,3970.0,2052,Electricity_Use
4919.0,3633.0,4015.0,2053,Electricity_Use
4985.0,3657.0,4060.0,2054,Electricity_Use
5052.0,3680.0,4104.0,2055,Electricity_Use
5122.0,3705.0,4151.0,2056,Electricity_Use
5195.0,3714.0,4181.0,2057,Electricity_Use
5270.0,3724.0,4210.0,2058,Electricity_Use
5346.0,3733.0,4240.0,2059,Electricity_Use
5396.0,3726.0,4252.0,2060,Electricity_Use
18570.0,18570.0,18570.0,2020,Energy_Demand_per_capita
18583.0,18583.0,18583.0,2021,Energy_Demand_per_capita
18784.0,18784.0,18784.0,2022,Energy_Demand_per_capita
18909.0,18909.0,18909.0,2023,Energy_Demand_per_capita
18993.0,18993.0,18993.0,2024,Energy_Demand_per_capita
19055.0,19055.0,19055.0,2025,Energy_Demand_per_capita
19103.0,18921.0,18919.0,2026,Energy_Demand_per_capita
19139.0,18775.0,18770.0,2027,Energy_Demand_per_capita
19213.0,18674.0,18695.0,2028,Energy_Demand_per_capita
19301.0,18593.0,18646.0,2029,Energy_Demand_per_capita
19399.0,18532.0,18625.0,2030,Energy_Demand_per_capita
19506.0,18486.0,18623.0,2031,Energy_Demand_per_capita
19620.0,18452.0,18636.0,2032,Energy_Demand_per_capita
19737.0,18425.0,18661.0,2033,Energy_Demand_per_capita
19856.0,18400.0,18691.0,2034,Energy_Demand_per_capita
19973.0,18373.0,18722.0,2035,Energy_Demand_per_capita
20086.0,18338.0,18749.0,2036,Energy_Demand_per_capita
20193.0,18294.0,18771.0,2037,Energy_Demand_per_capita
20299.0,18078.0,18619.0,2038,Energy_Demand_per_capita
20408.0,17852.0,18457.0,2039,Energy_Demand_per_capita
20528.0,17628.0,18296.0,2040,Energy_Demand_per_capita
20659.0,17469.0,18194.0,2041,Energy_Demand_per_capita
20800.0,17308.0,18092.0,2042,Energy_Demand_per_capita
20952.0,17152.0,17994.0,2043,Energy_Demand_per_capita
21111.0,16988.0,17889.0,2044,Energy_Demand_per_capita
21274.0,16820.0,17778.0,2045,Energy_Demand_per_capita
21437.0,16640.0,17653.0,2046,Energy_Demand_per_capita
21597.0,16437.0,17500.0,2047,Energy_Demand_per_capita
21755.0,16503.0,17639.0,2048,Energy_Demand_per_capita
21912.0,16561.0,17769.0,2049,Energy_Demand_per_capita
22067.0,16615.0,17898.0,2050,Energy_Demand_per_capita
22220.0,16660.0,18015.0,2051,Energy_Demand_per_capita
22377.0,16696.0,18124.0,2052,Energy_Demand_per_capita
22536.0,16725.0,18229.0,2053,Energy_Demand_per_capita
22701.0,16749.0,18329.0,2054,Energy_Demand_per_capita
22875.0,16771.0,18427.0,2055,Energy_Demand_per_capita
23061.0,16802.0,18538.0,2056,Energy_Demand_per_capita
23257.0,16761.0,18567.0,2057,Energy_Demand_per_capita
23462.0,16724.0,18600.0,2058,Energy_Demand_per_capita
23674.0,16688.0,18640.0,2059,Energy_Demand_per_capita
23888.0,16666.0,18686.0,2060,Energy_Demand_per_capita
1.74744,1.74744,1.74744,2020,Energy_Demand_Relative_to_GDP
1.66287,1.66287,1.66287,2021,Energy_Demand_Relative_to_GDP
1.64626,1.64626,1.64626,2022,Energy_Demand_Relative_to_GDP
1.62894,1.62896,1.62896,2023,Energy_Demand_Relative_to_GDP
1.60744,1.60745,1.60745,2024,Energy_Demand_Relative_to_GDP
1.58365,1.58368,1.58368,2025,Energy_Demand_Relative_to_GDP
1.55965,1.54481,1.54464,2026,Energy_Demand_Relative_to_GDP
1.53256,1.50345,1.49989,2027,Energy_Demand_Relative_to_GDP
1.50846,1.46591,1.46074,2028,Energy_Demand_Relative_to_GDP
1.48553,1.43032,1.42318,2029,Energy_Demand_Relative_to_GDP
1.46359,1.39666,1.38749,2030,Energy_Demand_Relative_to_GDP
1.44265,1.36479,1.35346,2031,Energy_Demand_Relative_to_GDP
1.42263,1.33441,1.32071,2032,Energy_Demand_Relative_to_GDP
1.40341,1.30559,1.28926,2033,Energy_Demand_Relative_to_GDP
1.38487,1.27792,1.2588,2034,Energy_Demand_Relative_to_GDP
1.36694,1.25115,1.22907,2035,Energy_Demand_Relative_to_GDP
1.34956,1.22523,1.20039,2036,Energy_Demand_Relative_to_GDP
1.33242,1.19969,1.17221,2037,Energy_Demand_Relative_to_GDP
1.31562,1.16433,1.13457,2038,Energy_Demand_Relative_to_GDP
1.29921,1.1289,1.09721,2039,Energy_Demand_Relative_to_GDP
1.28327,1.09463,1.06168,2040,Energy_Demand_Relative_to_GDP
1.26796,1.0651,1.03027,2041,Energy_Demand_Relative_to_GDP
1.25319,1.03547,0.99908,2042,Energy_Demand_Relative_to_GDP
1.23903,1.00701,0.96897,2043,Energy_Demand_Relative_to_GDP
1.2255,0.97859,0.9392,2044,Energy_Demand_Relative_to_GDP
1.2125,0.95102,0.91022,2045,Energy_Demand_Relative_to_GDP
1.19982,0.92353,0.88154,2046,Energy_Demand_Relative_to_GDP
1.18739,0.89576,0.85252,2047,Energy_Demand_Relative_to_GDP
1.17513,0.88322,0.83859,2048,Energy_Demand_Relative_to_GDP
1.16323,0.8704,0.82403,2049,Energy_Demand_Relative_to_GDP
1.1514,0.85808,0.81053,2050,Energy_Demand_Relative_to_GDP
1.14007,0.84583,0.79663,2051,Energy_Demand_Relative_to_GDP
1.12906,0.83349,0.78312,2052,Energy_Demand_Relative_to_GDP
1.11807,0.82102,0.76942,2053,Energy_Demand_Relative_to_GDP
1.10706,0.80845,0.756,2054,Energy_Demand_Relative_to_GDP
1.09614,0.79575,0.74233,2055,Energy_Demand_Relative_to_GDP
1.08536,0.78356,0.72943,2056,Energy_Demand_Relative_to_GDP
1.0748,0.76796,0.71326,2057,Energy_Demand_Relative_to_GDP
1.06451,0.75282,0.69764,2058,Energy_Demand_Relative_to_GDP
1.05453,0.73767,0.68222,2059,Energy_Demand_Relative_to_GDP
1.04479,0.72352,0.66756,2060,Energy_Demand_Relative_to_GDP
128334.0,128334.0,128334.0,2020,Fossil_Fuel_Production
129058.0,129058.0,129058.0,2021,Fossil_Fuel_Production
130990.0,130990.0,130990.0,2022,Fossil_Fuel_Production
133375.0,133375.0,133375.0,2023,Fossil_Fuel_Production
135109.0,135110.0,135110.0,2024,Fossil_Fuel_Production
136737.0,136738.0,136738.0,2025,Fossil_Fuel_Production
138449.0,138451.0,138452.0,2026,Fossil_Fuel_Production
139807.0,138844.0,138817.0,2027,Fossil_Fuel_Production
140786.0,137575.0,137496.0,2028,Fossil_Fuel_Production
141471.0,134853.0,134807.0,2029,Fossil_Fuel_Production
142051.0,131235.0,131321.0,2030,Fossil_Fuel_Production
142597.0,127187.0,127472.0,2031,Fossil_Fuel_Production
143115.0,123061.0,123607.0,2032,Fossil_Fuel_Production
143637.0,118783.0,119618.0,2033,Fossil_Fuel_Production
144239.0,114565.0,115686.0,2034,Fossil_Fuel_Production
144972.0,110472.0,111849.0,2035,Fossil_Fuel_Production
146076.0,106412.0,107982.0,2036,Fossil_Fuel_Production
147288.0,102279.0,103971.0,2037,Fossil_Fuel_Production
148119.0,97946.0,99676.0,2038,Fossil_Fuel_Production
148378.0,93134.0,94893.0,2039,Fossil_Fuel_Production
148306.0,87781.0,89499.0,2040,Fossil_Fuel_Production
148037.0,81996.0,83660.0,2041,Fossil_Fuel_Production
147631.0,76217.0,77800.0,2042,Fossil_Fuel_Production
147121.0,70640.0,72134.0,2043,Fossil_Fuel_Production
146550.0,65488.0,66858.0,2044,Fossil_Fuel_Production
146020.0,60825.0,62100.0,2045,Fossil_Fuel_Production
145537.0,56490.0,57685.0,2046,Fossil_Fuel_Production
145056.0,52464.0,53633.0,2047,Fossil_Fuel_Production
144162.0,48788.0,49853.0,2048,Fossil_Fuel_Production
142922.0,45575.0,46633.0,2049,Fossil_Fuel_Production
141984.0,42600.0,43582.0,2050,Fossil_Fuel_Production
140814.0,39818.0,40779.0,2051,Fossil_Fuel_Production
139307.0,37205.0,38086.0,2052,Fossil_Fuel_Production
137549.0,34731.0,35574.0,2053,Fossil_Fuel_Production
135578.0,32384.0,33140.0,2054,Fossil_Fuel_Production
133441.0,30126.0,30824.0,2055,Fossil_Fuel_Production
131203.0,27979.0,28577.0,2056,Fossil_Fuel_Production
128939.0,25940.0,26501.0,2057,Fossil_Fuel_Production
126667.0,24006.0,24505.0,2058,Fossil_Fuel_Production
124475.0,22208.0,22690.0,2059,Fossil_Fuel_Production
122273.0,20540.0,20972.0,2060,Fossil_Fuel_Production
83.27,83.27,83.27,2020,GDP_(MER)
88.42,88.42,88.42,2021,GDP_(MER)
91.13,91.13,91.13,2022,GDP_(MER)
93.56,93.56,93.56,2023,GDP_(MER)
96.1,96.1,96.1,2024,GDP_(MER)
98.72,98.72,98.72,2025,GDP_(MER)
101.4,101.4,101.4,2026,GDP_(MER)
104.2,104.2,104.5,2027,GDP_(MER)
107.2,107.2,107.7,2028,GDP_(MER)
110.3,110.3,111.2,2029,GDP_(MER)
113.4,113.5,114.8,2030,GDP_(MER)
116.6,116.8,118.6,2031,GDP_(MER)
119.9,120.2,122.6,2032,GDP_(MER)
123.1,123.6,126.6,2033,GDP_(MER)
126.5,127.0,130.9,2034,GDP_(MER)
129.8,130.5,135.2,2035,GDP_(MER)
133.2,133.9,139.6,2036,GDP_(MER)
136.6,137.4,144.1,2037,GDP_(MER)
140.0,140.9,148.6,2038,GDP_(MER)
143.4,144.4,153.3,2039,GDP_(MER)
147.0,148.0,158.0,2040,GDP_(MER)
150.7,151.7,162.9,2041,GDP_(MER)
154.5,155.5,168.0,2042,GDP_(MER)
158.3,159.4,173.2,2043,GDP_(MER)
162.2,163.4,178.6,2044,GDP_(MER)
166.1,167.4,184.1,2045,GDP_(MER)
170.0,171.5,189.6,2046,GDP_(MER)
174.0,175.5,195.3,2047,GDP_(MER)
177.9,179.6,201.0,2048,GDP_(MER)
181.9,183.7,206.9,2049,GDP_(MER)
185.9,187.8,212.7,2050,GDP_(MER)
189.8,191.8,218.6,2051,GDP_(MER)
193.8,195.9,224.4,2052,GDP_(MER)
