BaseCase,RA,RASDG,Year,indicator
5494.0,3296.0,3743.0,2057,Electricity_Use
5612.0,3317.0,3784.0,2058,Electricity_Use
5732.0,3330.0,3819.0,2059,Electricity_Use
5829.0,3338.0,3846.0,2060,Electricity_Use
11493.0,11493.0,11493.0,2020,Energy_Demand_per_capita
11912.0,11912.0,11912.0,2021,Energy_Demand_per_capita
12282.0,12282.0,12282.0,2022,Energy_Demand_per_capita
12660.0,12660.0,12660.0,2023,Energy_Demand_per_capita
12922.0,12922.0,12922.0,2024,Energy_Demand_per_capita
13121.0,13121.0,13121.0,2025,Energy_Demand_per_capita
13348.0,13210.0,13208.0,2026,Energy_Demand_per_capita
13580.0,13298.0,13291.0,2027,Energy_Demand_per_capita
13822.0,13396.0,13417.0,2028,Energy_Demand_per_capita
14067.0,13497.0,13548.0,2029,Energy_Demand_per_capita
14317.0,13603.0,13688.0,2030,Energy_Demand_per_capita
14572.0,13713.0,13838.0,2031,Energy_Demand_per_capita
14830.0,13829.0,13996.0,2032,Energy_Demand_per_capita
15093.0,13949.0,14164.0,2033,Energy_Demand_per_capita
15361.0,14071.0,14336.0,2034,Energy_Demand_per_capita
15632.0,14191.0,14510.0,2035,Energy_Demand_per_capita
15905.0,14306.0,14681.0,2036,Energy_Demand_per_capita
16180.0,14412.0,14849.0,2037,Energy_Demand_per_capita
16458.0,14247.0,14741.0,2038,Energy_Demand_per_capita
16741.0,14065.0,14619.0,2039,Energy_Demand_per_capita
17032.0,13867.0,14471.0,2040,Energy_Demand_per_capita
17331.0,13690.0,14339.0,2041,Energy_Demand_per_capita
17639.0,13502.0,14195.0,2042,Energy_Demand_per_capita
17955.0,13300.0,14036.0,2043,Energy_Demand_per_capita
18278.0,13083.0,13859.0,2044,Energy_Demand_per_capita
18607.0,12851.0,13664.0,2045,Energy_Demand_per_capita
18940.0,12599.0,13446.0,2046,Energy_Demand_per_capita
19272.0,12327.0,13209.0,2047,Energy_Demand_per_capita
19606.0,12508.0,13454.0,2048,Energy_Demand_per_capita
19942.0,12681.0,13695.0,2049,Energy_Demand_per_capita
20280.0,12860.0,13942.0,2050,Energy_Demand_per_capita
20630.0,13027.0,14176.0,2051,Energy_Demand_per_capita
20979.0,13194.0,14408.0,2052,Energy_Demand_per_capita
21328.0,13345.0,14628.0,2053,Energy_Demand_per_capita
21684.0,13504.0,14857.0,2054,Energy_Demand_per_capita
22049.0,13646.0,15073.0,2055,Energy_Demand_per_capita
22423.0,13804.0,15309.0,2056,Energy_Demand_per_capita
22810.0,13821.0,15391.0,2057,Energy_Demand_per_capita
23206.0,13854.0,15489.0,2058,Energy_Demand_per_capita
23606.0,13864.0,15566.0,2059,Energy_Demand_per_capita
24009.0,13900.0,15670.0,2060,Energy_Demand_per_capita
1.38972,1.38972,1.38972,2020,Energy_Demand_Relative_to_GDP
1.3583,1.3583,1.3583,2021,Energy_Demand_Relative_to_GDP
1.35944,1.35944,1.35944,2022,Energy_Demand_Relative_to_GDP
1.38289,1.38289,1.38289,2023,Energy_Demand_Relative_to_GDP
1.39682,1.39682,1.39682,2024,Energy_Demand_Relative_to_GDP
1.39381,1.39382,1.39382,2025,Energy_Demand_Relative_to_GDP
1.39181,1.37743,1.3772,2026,Energy_Demand_Relative_to_GDP
1.38746,1.35846,1.3527,2027,Energy_Demand_Relative_to_GDP
1.38311,1.33994,1.33151,2028,Energy_Demand_Relative_to_GDP
1.37888,1.32173,1.31004,2029,Energy_Demand_Relative_to_GDP
1.37416,1.30397,1.28871,2030,Energy_Demand_Relative_to_GDP
1.36974,1.28619,1.26711,2031,Energy_Demand_Relative_to_GDP
1.36451,1.26804,1.2448,2032,Energy_Demand_Relative_to_GDP
1.35895,1.24988,1.2223,2033,Energy_Demand_Relative_to_GDP
1.35294,1.23157,1.19945,2034,Energy_Demand_Relative_to_GDP
1.34673,1.21318,1.1763,2035,Energy_Demand_Relative_to_GDP
1.34007,1.19452,1.1528,2036,Energy_Demand_Relative_to_GDP
1.33311,1.17548,1.12887,2037,Energy_Demand_Relative_to_GDP
1.3258,1.13487,1.0844,2038,Energy_Demand_Relative_to_GDP
1.3183,1.09442,1.04173,2039,Energy_Demand_Relative_to_GDP
1.31073,1.05368,0.99947,2040,Energy_Demand_Relative_to_GDP
1.30309,1.01549,0.95964,2041,Energy_Demand_Relative_to_GDP
1.29535,0.97731,0.92052,2042,Energy_Demand_Relative_to_GDP
1.28765,0.93923,0.88192,2043,Energy_Demand_Relative_to_GDP
1.27978,0.90105,0.8435,2044,Energy_Demand_Relative_to_GDP
1.27187,0.86328,0.80574,2045,Energy_Demand_Relative_to_GDP
1.26389,0.82559,0.7681,2046,Energy_Demand_Relative_to_GDP
1.25547,0.7877,0.73088,2047,Energy_Demand_Relative_to_GDP
1.24692,0.77983,0.72121,2048,Energy_Demand_Relative_to_GDP
1.23833,0.77061,0.71096,2049,Energy_Demand_Relative_to_GDP
1.22881,0.76269,0.70183,2050,Energy_Demand_Relative_to_GDP
1.22032,0.75363,0.69184,2051,Energy_Demand_Relative_to_GDP
1.21145,0.74577,0.68246,2052,Energy_Demand_Relative_to_GDP
1.20209,0.736,0.67171,2053,Energy_Demand_Relative_to_GDP
1.19259,0.72796,0.66223,2054,Energy_Demand_Relative_to_GDP
1.18303,0.71769,0.6512,2055,Energy_Demand_Relative_to_GDP
1.17342,0.70964,0.64195,2056,Energy_Demand_Relative_to_GDP
1.1639,0.69305,0.62524,2057,Energy_Demand_Relative_to_GDP
1.15464,0.67916,0.61085,2058,Energy_Demand_Relative_to_GDP
1.14533,0.66257,0.59439,2059,Energy_Demand_Relative_to_GDP
1.13606,0.64956,0.58106,2060,Energy_Demand_Relative_to_GDP
7257.0,7257.0,7257.0,2020,Fossil_Fuel_Production
7194.0,7194.0,7194.0,2021,Fossil_Fuel_Production
7309.0,7309.0,7309.0,2022,Fossil_Fuel_Production
7429.0,7429.0,7429.0,2023,Fossil_Fuel_Production
7491.0,7491.0,7491.0,2024,Fossil_Fuel_Production
7517.0,7517.0,7517.0,2025,Fossil_Fuel_Production
7513.0,7513.0,7513.0,2026,Fossil_Fuel_Production
7479.0,7434.0,7433.0,2027,Fossil_Fuel_Production
7419.0,7279.0,7276.0,2028,Fossil_Fuel_Production
7344.0,7053.0,7053.0,2029,Fossil_Fuel_Production
7306.0,6748.0,6754.0,2030,Fossil_Fuel_Production
7241.0,6393.0,6411.0,2031,Fossil_Fuel_Production
7170.0,6031.0,6063.0,2032,Fossil_Fuel_Production
7099.0,5680.0,5725.0,2033,Fossil_Fuel_Production
7035.0,5347.0,5404.0,2034,Fossil_Fuel_Production
6979.0,5037.0,5105.0,2035,Fossil_Fuel_Production
6929.0,4752.0,4825.0,2036,Fossil_Fuel_Production
6877.0,4472.0,4548.0,2037,Fossil_Fuel_Production
6816.0,4191.0,4265.0,2038,Fossil_Fuel_Production
6737.0,3880.0,3951.0,2039,Fossil_Fuel_Production
6640.0,3542.0,3608.0,2040,Fossil_Fuel_Production
6531.0,3188.0,3249.0,2041,Fossil_Fuel_Production
6419.0,2842.0,2898.0,2042,Fossil_Fuel_Production
6300.0,2526.0,2576.0,2043,Fossil_Fuel_Production
6175.0,2265.0,2309.0,2044,Fossil_Fuel_Production
6046.0,2038.0,2079.0,2045,Fossil_Fuel_Production
5917.0,1843.0,1880.0,2046,Fossil_Fuel_Production
5794.0,1667.0,1700.0,2047,Fossil_Fuel_Production
5670.0,1504.0,1536.0,2048,Fossil_Fuel_Production
5541.0,1372.0,1402.0,2049,Fossil_Fuel_Production
5403.0,1258.0,1284.0,2050,Fossil_Fuel_Production
5263.0,1161.0,1187.0,2051,Fossil_Fuel_Production
5113.0,1068.0,1092.0,2052,Fossil_Fuel_Production
4956.0,983.3,1005.0,2053,Fossil_Fuel_Production
4794.0,899.1,918.3,2054,Fossil_Fuel_Production
4621.0,824.0,841.6,2055,Fossil_Fuel_Production
4441.0,750.5,765.2,2056,Fossil_Fuel_Production
4262.0,686.9,700.4,2057,Fossil_Fuel_Production
4085.0,623.1,634.6,2058,Fossil_Fuel_Production
3925.0,569.1,580.3,2059,Fossil_Fuel_Production
3769.0,515.8,525.4,2060,Fossil_Fuel_Production
5.375,5.375,5.375,2020,GDP_(MER)
5.747,5.747,5.747,2021,GDP_(MER)
5.97,5.97,5.97,2022,GDP_(MER)
6.095,6.095,6.095,2023,GDP_(MER)
6.203,6.203,6.203,2024,GDP_(MER)
6.355,6.355,6.355,2025,GDP_(MER)
6.518,6.518,6.518,2026,GDP_(MER)
6.695,6.696,6.721,2027,GDP_(MER)
6.879,6.882,6.936,2028,GDP_(MER)
7.066,7.073,7.162,2029,GDP_(MER)
7.259,7.268,7.399,2030,GDP_(MER)
7.455,7.471,7.649,2031,GDP_(MER)
7.657,7.683,7.917,2032,GDP_(MER)
7.864,7.903,8.2,2033,GDP_(MER)
8.079,8.13,8.498,2034,GDP_(MER)
8.297,8.362,8.81,2035,GDP_(MER)
8.52,8.597,9.134,2036,GDP_(MER)
8.748,8.837,9.472,2037,GDP_(MER)
8.981,9.082,9.825,2038,GDP_(MER)
9.219,9.33,10.18,2039,GDP_(MER)
9.464,9.585,10.54,2040,GDP_(MER)
9.715,9.847,10.91,2041,GDP_(MER)
9.973,10.12,11.29,2042,GDP_(MER)
10.24,10.4,11.68,2043,GDP_(MER)
10.51,10.68,12.08,2044,GDP_(MER)
10.78,10.97,12.5,2045,GDP_(MER)
11.06,11.27,12.93,2046,GDP_(MER)
11.35,11.57,13.37,2047,GDP_(MER)
11.64,11.88,13.82,2048,GDP_(MER)
11.93,12.2,14.28,2049,GDP_(MER)
12.24,12.51,14.74,2050,GDP_(MER)
12.54,12.83,15.22,2051,GDP_(MER)
12.85,13.13,15.69,2052,GDP_(MER)
13.17,13.46,16.18,2053,GDP_(MER)
13.49,13.77,16.67,2054,GDP_(MER)
13.82,14.1,17.2,2055,GDP_(MER)
14.16,14.42,17.71,2056,GDP_(MER)
14.51,14.77,18.27,2057,GDP_(MER)
14.87,15.1,18.8,2058,GDP_(MER)
15.23,15.47,19.4,2059,GDP_(MER)
15.59,15.8,19.95,2060,GDP_(MER)
14.57,14.57,14.57,2020,GDP_per_capita_(PPP)
15.36,15.36,15.36,2021,GDP_per_capita_(PPP)
15.55,15.55,15.55,2022,GDP_per_capita_(PPP)
15.54,15.54,15.54,2023,GDP_per_capita_(PPP)
15.6,15.6,15.6,2024,GDP_per_capita_(PPP)
15.79,15.79,15.78,2025,GDP_per_capita_(PPP)
15.97,15.97,15.95,2026,GDP_per_capita_(PPP)
16.17,16.18,16.22,2027,GDP_per_capita_(PPP)
16.38,16.38,16.47,2028,GDP_per_capita_(PPP)
16.58,16.59,16.73,2029,GDP_per_capita_(PPP)
16.79,16.81,17.01,2030,GDP_per_capita_(PPP)
17.0,17.03,17.31,2031,GDP_per_capita_(PPP)
17.23,17.27,17.62,2032,GDP_per_capita_(PPP)
17.45,17.51,17.96,2033,GDP_per_capita_(PPP)
17.69,17.77,18.31,2034,GDP_per_capita_(PPP)
17.93,18.02,18.68,2035,GDP_per_capita_(PPP)
18.17,18.29,19.06,2036,GDP_per_capita_(PPP)
18.42,18.55,19.46,2037,GDP_per_capita_(PPP)
18.68,18.82,19.88,2038,GDP_per_capita_(PPP)
18.94,19.1,20.29,2039,GDP_per_capita_(PPP)
19.21,19.38,20.7,2040,GDP_per_capita_(PPP)
19.48,19.67,21.14,2041,GDP_per_capita_(PPP)
19.77,19.97,21.58,2042,GDP_per_capita_(PPP)
20.06,20.28,22.05,2043,GDP_per_capita_(PPP)
20.36,20.61,22.53,2044,GDP_per_capita_(PPP)
20.67,20.93,23.02,2045,GDP_per_capita_(PPP)
20.98,21.26,23.52,2046,GDP_per_capita_(PPP)
21.3,21.6,24.05,2047,GDP_per_capita_(PPP)
21.62,21.94,24.58,2048,GDP_per_capita_(PPP)
21.95,22.31,25.15,2049,GDP_per_capita_(PPP)
22.3,22.66,25.71,2050,GDP_per_capita_(PPP)
